total_timesteps,fps,explained_variance,nupdates,policy_entropy,value_loss,avgReward
5520000,961,-0.140466570854187,69000,0.9898044466972351,0.04414517804980278,2.6225176259875296
5528000,961,0.7235935628414154,69100,0.9966882467269897,0.012772960588335991,2.5375631928443907
5536000,961,0.7391978204250336,69200,1.0208653211593628,0.015219052322208881,2.760083881020546
5544000,962,0.8703903406858444,69300,1.0324475765228271,0.007042418234050274,2.5092828035354615
5552000,962,0.3767576217651367,69400,0.9935181736946106,0.04372793808579445,2.4017464622855185
5560000,962,0.7188380360603333,69500,0.9618877172470093,0.016379239037632942,2.847340589761734
5568000,962,0.5059310495853424,69600,0.9266331791877747,0.143694207072258,2.4305747278034686
5576000,962,0.8759200274944305,69700,0.9795762300491333,0.008507320657372475,2.582957756519318
5584000,962,0.9264853075146675,69800,0.865400493144989,0.012583209201693535,2.413706025481224
5592000,962,0.6676499843597412,69900,1.000118613243103,0.08757753670215607,2.4733090311288835
5600000,962,0.5704075694084167,70000,1.071853518486023,0.06328967958688736,2.379620632529259
5608000,962,0.9411269016563892,70100,0.9235962629318237,0.012918111868202686,2.5627485811710358
5616000,962,0.5472870767116547,70200,0.9221187829971313,0.02891751006245613,3.0867106169462204
5624000,962,0.7788496613502502,70300,0.9243208169937134,0.012567359022796154,2.4884333819150926
5632000,963,0.30590033531188965,70400,0.8938490748405457,0.2003038376569748,2.437635410949588
5640000,963,0.539063036441803,70500,0.9854797124862671,0.12763281166553497,2.4323155868332833
5648000,963,0.6659090518951416,70600,1.0461604595184326,0.09366624057292938,2.5426746712997557
5656000,963,0.7552266120910645,70700,0.9158731698989868,0.009496650658547878,2.5726705223321913
5664000,963,0.7477315962314606,70800,0.9380871653556824,0.01050723809748888,2.505283831059933
5672000,963,0.597128301858902,70900,0.8965786099433899,0.028681522235274315,2.4733901783823966
5680000,963,0.8190228492021561,71000,0.9576829075813293,0.014656001701951027,2.794960170984268
5688000,963,0.8439754694700241,71100,0.9535125494003296,0.024804241955280304,2.8620278149843217
5696000,963,0.7079555094242096,71200,1.007415533065796,0.018620941787958145,2.818573459982872
5704000,963,0.7201485633850098,71300,1.0028901100158691,0.08530250191688538,2.6967643439769744
5712000,963,0.7843974530696869,71400,0.8779813647270203,0.01109420694410801,2.3662332981824874
5720000,963,0.5989936590194702,71500,0.9138321876525879,0.026569640263915062,2.878040999174118
5728000,964,0.9601421356201172,71600,0.8723670244216919,0.03491830453276634,2.9429424107074738
5736000,964,0.6045763194561005,71700,0.9969096183776855,0.12169484794139862,2.57482932806015
5744000,964,0.44196516275405884,71800,1.0518019199371338,0.051207177340984344,2.177601711452007
5752000,964,0.8489454090595245,71900,0.9141321182250977,0.008367763832211494,2.517738181352615
5760000,964,0.7968054562807083,72000,0.9597578048706055,0.05231186002492905,2.5257498770952225
5768000,964,0.2612999677658081,72100,1.034528374671936,0.04998962581157684,0.7014041256159544
5776000,964,0.5210689902305603,72200,0.8981860876083374,0.014381910674273968,2.668062227964401
5784000,964,0.4582984447479248,72300,0.8579018712043762,0.09785094857215881,2.2420094653964044
5792000,964,0.626905232667923,72400,0.8001624941825867,0.011300462298095226,2.672306624054909
5800000,964,0.5670419037342072,72500,0.8707696795463562,0.12581993639469147,2.9799218475818634
5808000,964,0.5181900262832642,72600,0.8691819906234741,0.023009181022644043,2.8872755795717238
5816000,965,0.7383456230163574,72700,0.997702956199646,0.040548600256443024,3.3545013546943663
5824000,965,0.827822744846344,72800,0.8729190826416016,0.011016023345291615,2.928396463394165
5832000,965,-0.3286926746368408,72900,0.8311998248100281,0.03655963018536568,2.612185561656952
5840000,965,-0.4699115753173828,73000,0.7817767858505249,0.03135272115468979,-0.30155456259381025
5848000,965,0.8286620527505875,73100,0.9105510711669922,0.01084524393081665,2.7496822595596315
5856000,965,0.7537759095430374,73200,0.9079378247261047,0.012697668746113777,2.764758360385895
5864000,965,0.750774472951889,73300,0.8025360107421875,0.0054194070398807526,2.495431113243103
5872000,965,0.8811893314123154,73400,0.9132612347602844,0.008752869442105293,3.022090208530426
5880000,965,0.5198802053928375,73500,0.8604347109794617,0.1111631989479065,2.628354823589325
5888000,965,0.5913905799388885,73600,1.0191224813461304,0.01704278029501438,0.7879445984959602
5896000,965,0.8409067541360855,73700,0.7732183933258057,0.010090790688991547,1.3014713518321515
5904000,965,0.8874831721186638,73800,0.7885814905166626,0.013545003719627857,2.304566000401974
5912000,965,0.866944819688797,73900,0.828591525554657,0.02289743348956108,2.949069136381149
5920000,966,0.7536390125751495,74000,0.8997027277946472,0.013886329717934132,2.6827674001455306
5928000,966,0.7556154429912567,74100,0.9012759923934937,0.01627025008201599,2.7113644003868105
5936000,966,0.6202876269817352,74200,0.9958198666572571,0.03496455028653145,2.7736146464943885
5944000,966,0.9357126578688622,74300,0.8657668828964233,0.01649925485253334,2.721830481290817
5952000,966,0.7956441938877106,74400,0.8700093030929565,0.00951372180134058,2.8772036522626876
5960000,966,0.3439725637435913,74500,1.0013391971588135,0.15123295783996582,2.6039609273895623
5968000,966,0.7411742210388184,74600,0.9623751640319824,0.011260075494647026,2.5749889701604842
