avg reward,learning rate,policy_entropy,total_timesteps,fps,nupdates,value_loss,explained_variance,epsilonValue
8.193969031743473,0.001,1.174011468887329,4056000,2062,50700,0.19795233011245728,0.9931584228761494,0.0007272674363255627
6.712381242215633,0.001,1.1495063304901123,4064000,2062,50800,0.17806141078472137,0.9889314100146294,0.0007272674363255627
4.938486410677433,0.001,1.2555460929870605,4072000,2062,50900,0.45375242829322815,0.9485180638730526,0.0007272674363255627
7.4900701746344565,0.001,1.2070907354354858,4080000,2062,51000,0.14887449145317078,0.993598205037415,0.0007272674363255627
9.528619685769081,0.001,1.0132310390472412,4088000,2062,51100,0.3379480242729187,0.9844482289627194,0.0007272674363255627
6.155700295604765,0.001,1.269330382347107,4096000,2062,51200,0.17493292689323425,0.987118748947978,0.0007272674363255627
7.482812848687172,0.001,1.1398851871490479,4104000,2062,51300,0.24012918770313263,0.9887109426781535,0.0007272674363255627
8.899290895462036,0.001,1.1630932092666626,4112000,2062,51400,5.675912857055664,0.7361328303813934,0.0007272674363255627
7.848350744973868,0.001,1.299274206161499,4120000,2062,51500,0.288873553276062,0.9849788649007678,0.0007272674363255627
7.683131834119559,0.001,1.2592428922653198,4128000,2062,51600,0.39179569482803345,0.9866524487733841,0.0007272674363255627
7.673214548826218,0.001,1.1843394041061401,4136000,2062,51700,0.14897845685482025,0.9848398631438613,0.0007272674363255627
9.530528289824725,0.001,1.0322682857513428,4144000,2062,51800,3.221259593963623,0.9076241478323936,0.0007272674363255627
5.347317528538406,0.001,1.32919442653656,4152000,2063,51900,0.1972610205411911,0.9888913137838244,0.0007272674363255627
6.310889166593552,0.001,1.0409467220306396,4160000,2063,52000,0.07389925420284271,0.9964501168578863,0.0007272674363255627
7.9552124731242655,0.001,1.090833306312561,4168000,2063,52100,0.3336998522281647,0.9706892278045416,0.0007272674363255627
5.428530912101269,0.001,1.3241219520568848,4176000,2063,52200,0.17843863368034363,0.9890841403976083,0.0007272674363255627
6.072726042568684,0.001,1.2567514181137085,4184000,2063,52300,6.560092926025391,0.5024183392524719,0.0007272674363255627
7.20017118640244,0.001,1.391116976737976,4192000,2063,52400,0.229238361120224,0.9905180493369699,0.0007272674363255627
8.373490960150956,0.001,1.3049262762069702,4200000,2063,52500,0.18293622136116028,0.9954960751347244,0.0007272674363255627
5.953840103745461,0.001,1.3753905296325684,4208000,2063,52600,0.8507126569747925,0.8846964091062546,0.0007272674363255627
7.866229689121246,0.001,1.081372618675232,4216000,2063,52700,0.25429266691207886,0.979366147890687,0.0007272674363255627
8.60735155940056,0.001,1.201711654663086,4224000,2063,52800,0.4425329267978668,0.9848359581083059,0.0007272674363255627
9.787293107807637,0.001,1.0032628774642944,4232000,2063,52900,0.1343509554862976,0.9937496325001121,0.0007272674363255627
8.85058589875698,0.001,0.9331145286560059,4240000,2063,53000,0.4667961001396179,0.9710700791329145,0.0007272674363255627
9.379023227095605,0.001,0.9384304285049438,4248000,2063,53100,0.19195587933063507,0.9861237527802587,0.0007272674363255627
10.520729569345713,0.001,0.9429601430892944,4256000,2063,53200,0.7568133473396301,0.9672265537083149,0.0007272674363255627
3.8426129736937584,0.001,1.4866831302642822,4264000,2063,53300,0.1701050102710724,0.972809536382556,0.0007272674363255627
6.150029641389847,0.001,1.191885232925415,4272000,2063,53400,0.1730201542377472,0.9727065209299326,0.0007272674363255627
11.601799774169923,0.001,0.8958972692489624,4280000,2063,53500,0.19610261917114258,0.9949502269737422,0.0007272674363255627
9.792033278942109,0.001,0.8878799676895142,4288000,2063,53600,0.2431095540523529,0.9890385130420327,0.0007272674363255627
7.895912393927574,0.001,0.8830987811088562,4296000,2063,53700,0.2980840802192688,0.977330656722188,0.0007272674363255627
10.199255460500718,0.001,0.967808723449707,4304000,2063,53800,0.22453996539115906,0.9887337377294898,0.0007272674363255627
6.294689834117889,0.001,0.9730621576309204,4312000,2064,53900,0.10359250009059906,0.9865848822519183,0.0007272674363255627
7.255701300501824,0.001,0.9860326051712036,4320000,2064,54000,0.2950354218482971,0.9769314061850309,0.0007272674363255627
9.814221972227097,0.001,0.8373991250991821,4328000,2064,54100,0.8456239700317383,0.9565271772444248,0.0007272674363255627
5.755194929242134,0.001,1.0811419486999512,4336000,2064,54200,0.16386859118938446,0.9862167285755277,0.0007272674363255627
6.527392083406449,0.001,1.1410073041915894,4344000,2064,54300,0.338041752576828,0.9754283241927624,0.0007272674363255627
6.089941364526749,0.001,1.2057111263275146,4352000,2064,54400,0.10927575826644897,0.9914604388177395,0.0007272674363255627
7.992335226014257,0.001,1.2651989459991455,4360000,2064,54500,15.862028121948242,0.5343378186225891,0.0007272674363255627
7.295925003290177,0.001,1.072139859199524,4368000,2064,54600,0.591526985168457,0.9375947564840317,0.0007272674363255627
9.187713452801109,0.001,1.1456024646759033,4376000,2064,54700,0.2428446114063263,0.9922168254852295,0.0007272674363255627
8.26736797094345,0.001,1.0865837335586548,4384000,2064,54800,0.19135695695877075,0.9782253764569759,0.0007272674363255627
9.966435426473618,0.001,0.9659485816955566,4392000,2064,54900,0.3771539330482483,0.9719777815043926,0.0007272674363255627
7.342456355690956,0.001,1.1344555616378784,4400000,2064,55000,0.28104639053344727,0.9798735212534666,0.0007272674363255627
8.088732919096946,0.001,1.0356132984161377,4408000,2064,55100,0.27373194694519043,0.9843927659094334,0.0007272674363255627
8.022789458092301,0.001,1.046804666519165,4416000,2064,55200,0.4772605895996094,0.9809258300811052,0.0007272674363255627
5.758541462570429,0.001,0.9860254526138306,4424000,2064,55300,0.1477944552898407,0.9930956694297493,0.0007272674363255627
5.000310925394297,0.001,1.1063519716262817,4432000,2064,55400,0.2747620642185211,0.9573503620922565,0.0007272674363255627
10.076633054018021,0.001,1.069149136543274,4440000,2064,55500,0.21575617790222168,0.993396514095366,0.0007272674363255627
11.698961207270623,0.001,0.7479943037033081,4448000,2064,55600,0.12439759820699692,0.9959466569125652,0.0007272674363255627
7.720288851857186,0.001,1.0086673498153687,4456000,2064,55700,0.30629926919937134,0.9616177156567574,0.0007272674363255627
6.699345552548766,0.001,0.9711982607841492,4464000,2064,55800,0.33833223581314087,0.9756008181720972,0.0007272674363255627
7.622681865096093,0.001,1.011517882347107,4472000,2064,55900,0.3494793474674225,0.9681763462722301,0.0007272674363255627
8.875106145441531,0.001,0.5770445466041565,4480000,2064,56000,0.296438068151474,0.9864878701046109,0.0007272674363255627
8.233310326188803,0.001,1.0006630420684814,4488000,2064,56100,0.210186168551445,0.9936096705496311,0.0007272674363255627
10.714509403705597,0.001,0.9043533205986023,4496000,2064,56200,0.2711566984653473,0.9825281575322151,0.0007272674363255627
4.948201717436314,0.001,1.3424726724624634,4504000,2064,56300,0.15474458038806915,0.9558183774352074,0.0007272674363255627
12.919336050748825,0.001,0.7925275564193726,4512000,2064,56400,0.27484026551246643,0.9880123771727085,0.0007272674363255627
6.746427139639854,0.001,0.9070156812667847,4520000,2065,56500,0.2147466242313385,0.981975132599473,0.0007272674363255627
8.553569582849741,0.001,0.8753765821456909,4528000,2065,56600,0.14195717871189117,0.990305039100349,0.0007272674363255627
10.25344463288784,0.001,0.9209915995597839,4536000,2065,56700,0.3020598590373993,0.9901114702224731,0.0007272674363255627
12.345556397736072,0.001,0.9242551922798157,4544000,2065,56800,0.2433970421552658,0.9945635772310197,0.0007272674363255627
8.678926149010659,0.001,0.8998098373413086,4552000,2065,56900,0.24039044976234436,0.9886696878820658,0.0007272674363255627
6.057659568637609,0.001,0.8599271774291992,4560000,2065,57000,0.29564613103866577,0.9653096459805965,0.0007272674363255627
8.725647455453872,0.001,1.011852741241455,4568000,2065,57100,6.452883720397949,0.7743391841650009,0.0007272674363255627
