policy_loss,learning rate,value_loss,fps,total_timesteps,nupdates,policy_entropy,epsilonValue,explained_variance,avg reward
-0.07603774219751358,0.001,0.018426690250635147,47,80,1,1.791757345199585,99.9854546512389,-563.8364868164062,-0.41040108576416967
0.052886150777339935,0.001,0.000758702983148396,1481,8000,100,1.7916980981826782,98.54546512388964,-0.22006869316101074,-1.022855806350708
-0.0799260139465332,0.001,0.04050241783261299,1660,16000,200,1.7915561199188232,97.09093024777928,-0.0132828950881958,-1.483483698964119
0.034319378435611725,0.001,0.01863555982708931,1748,24000,300,1.7915226221084595,95.63639537166893,-0.018319129943847656,-1.9916405841708182
0.007457035593688488,0.001,0.016943542286753654,1806,32000,400,1.7865371704101562,94.18186049555857,0.01071101427078247,-1.3644194275140762
-0.14318595826625824,0.001,0.0677654966711998,1863,40000,500,1.7750648260116577,92.72732561944821,0.028703927993774414,-2.469452106952667
-0.0470854826271534,0.001,0.03330382704734802,1879,48000,600,1.7662023305892944,91.27279074333785,-0.026386499404907227,-1.8171727508306503
-0.29542601108551025,0.001,0.09317214787006378,1900,56000,700,1.7758983373641968,89.81825586722749,0.019860386848449707,-1.6707196950912475
-0.023324590176343918,0.001,0.04390924423933029,1909,64000,800,1.7567179203033447,88.36372099111713,-0.007285714149475098,-2.7435707271099092
-0.22503571212291718,0.001,0.0719781368970871,1929,72000,900,1.7853796482086182,86.90918611500678,0.02814650535583496,-1.3324229687452316
-0.15287122130393982,0.001,0.05561450123786926,1948,80000,1000,1.7865254878997803,85.45465123889642,0.011226952075958252,-1.248838973045349
-0.060319941490888596,0.001,0.03392945975065231,1948,88000,1100,1.774998426437378,84.00011636278606,-0.0003190040588378906,-1.5379609614610672
0.1221524029970169,0.001,0.002929217414930463,1957,96000,1200,1.7632595300674438,82.5455814866757,0.005025923252105713,-2.182961678504944
-0.09856462478637695,0.001,0.05040318891406059,1970,104000,1300,1.75626540184021,81.09104661056534,0.07876753807067871,-2.238728034496307
-0.19196704030036926,0.001,0.06302744150161743,1975,112000,1400,1.7905277013778687,79.63651173445498,0.06849181652069092,-1.375271551311016
0.09242004156112671,0.001,0.0018228736007586122,1980,120000,1500,1.7775195837020874,78.18197685834463,0.1341685652732849,-1.751646813750267
0.01774234138429165,0.001,0.02129124477505684,1991,128000,1600,1.783464789390564,76.72744198223427,0.1070394515991211,-2.260839605331421
0.0040857791900634766,0.001,0.015910938382148743,1993,136000,1700,1.7838993072509766,75.27290710612391,0.1412525177001953,-1.1727642387151718
0.03922121971845627,0.001,0.04071479290723801,2000,144000,1800,1.7677892446517944,73.81837223001355,0.1719597578048706,-2.2508191391825676
0.018907342106103897,0.001,0.016644762828946114,2006,152000,1900,1.7650470733642578,72.3638373539032,0.277726948261261,-1.3834077775478364
-0.056722503155469894,0.001,0.0400906503200531,2009,160000,2000,1.7705612182617188,70.90930247779283,0.3454928994178772,-2.147076077759266
0.03373437374830246,0.001,0.015272857621312141,2010,168000,2100,1.7753570079803467,69.45476760168248,0.5420652031898499,-1.9567896053195
0.08491216599941254,0.001,0.014288702979683876,2013,176000,2200,1.7806472778320312,68.00023272557212,0.03353321552276611,-1.3216107681393623
0.022384818643331528,0.001,0.005044263321906328,2016,184000,2300,1.7805564403533936,66.54569784946176,-0.311984658241272,-0.9388297654688358
0.09150247275829315,0.001,0.01858258619904518,2015,192000,2400,1.7695344686508179,65.0911629733514,0.48092883825302124,-2.2496475324034693
-0.044370897114276886,0.001,0.027948802337050438,2017,200000,2500,1.7667611837387085,63.63662809724122,0.6251636743545532,-2.0128361761569975
-0.11265265941619873,0.001,0.04920356720685959,2020,208000,2600,1.735030174255371,62.182093221131574,0.2659441828727722,-2.4158471763134
0.039930690079927444,0.001,0.00749900471419096,2022,216000,2700,1.7699788808822632,60.727558345021926,0.8068492561578751,-1.62020350843668
0.03670065850019455,0.001,0.01628224179148674,2022,224000,2800,1.7755839824676514,59.27302346891228,0.5322250127792358,-1.6694941744208336
0.09894366562366486,0.001,0.033709827810525894,2019,232000,2900,1.7682253122329712,57.81848859280263,0.3854936957359314,-1.9390185371041297
0.006386591587215662,0.001,0.0039031102787703276,2022,240000,3000,1.767327904701233,56.36395371669298,0.8335384279489517,-1.929851447045803
-0.13143795728683472,0.001,0.015309907495975494,2025,248000,3100,1.7730633020401,54.909418840583335,0.7680452764034271,-1.8893784418702126
-0.01397001463919878,0.001,0.009108126163482666,2026,256000,3200,1.7708499431610107,53.45488396447369,0.8415484130382538,-2.0069789990782736
0.016843903809785843,0.001,0.010256418026983738,2026,264000,3300,1.7713819742202759,52.00034908836404,0.49645256996154785,-2.5901569545269014
-0.08115807920694351,0.001,0.025878066197037697,2026,272000,3400,1.7771574258804321,50.54581421225439,0.6660028398036957,-1.4913925997912885
-0.016581788659095764,0.001,0.005958570633083582,2027,280000,3500,1.7764091491699219,49.091279336144744,0.9130121693015099,-2.2170607179403303
-0.04110528528690338,0.001,0.009587213397026062,2028,288000,3600,1.7752708196640015,47.636744460035096,0.8764799907803535,-2.219855745136738
-0.03262821584939957,0.001,0.019584765657782555,2030,296000,3700,1.7770347595214844,46.18220958392545,0.6855594217777252,-1.69384403526783
-0.013449299149215221,0.001,0.03253291919827461,2028,304000,3800,1.7844598293304443,44.7276747078158,0.1888970136642456,-0.9577698518522084
-0.10914593935012817,0.001,0.01700606569647789,2031,312000,3900,1.774703025817871,43.27313983170615,0.7447149753570557,-1.8194514840841294
-0.0008033126359805465,0.001,0.006359809543937445,2033,320000,4000,1.772648572921753,41.818604955596506,0.8206998854875565,-1.524161484837532
-0.05577763170003891,0.001,0.008447361178696156,2033,328000,4100,1.7744953632354736,40.36407007948686,0.8732923418283463,-1.6770081214606762
-0.08429563790559769,0.001,0.014196540229022503,2033,336000,4200,1.7647571563720703,38.90953520337721,0.8248842805624008,-1.9031567975878716
0.04791528731584549,0.001,0.0033350433222949505,2033,344000,4300,1.7482948303222656,37.45500032726756,0.9607204534113407,-1.9965553604066373
