nupdates,explained_variance,value_loss,fps,policy_entropy,total_timesteps,avg reward
1,-3.8388991355895996,3.6993773392168805e-05,28,1.7917592525482178,80,-0.003516492372727953
100,0.0005193352699279785,0.05846548080444336,1149,1.7917591333389282,8000,0.1438680297783776
200,0.07299208641052246,0.029402408748865128,1376,1.7917591333389282,16000,0.16710023565683513
300,0.09309035539627075,0.05257124453783035,1502,1.7917587757110596,24000,0.37876749224960804
400,0.3270002603530884,0.0067030587233603,1572,1.791757583618164,32000,0.442806126922369
500,0.4949800968170166,0.018854085355997086,1634,1.791748046875,40000,0.8560483790934086
600,-0.033374786376953125,0.06662966310977936,1674,1.7916898727416992,48000,1.160269033163786
700,0.9391348175704479,0.002601005369797349,1716,1.7910966873168945,56000,1.5021285861730576
800,0.9417640939354897,0.004042523913085461,1732,1.7887506484985352,64000,1.3568115755915642
900,0.7111331224441528,0.03872329741716385,1753,1.787536382675171,72000,1.125500240921974
1000,0.49791163206100464,0.10020115226507187,1762,1.7827476263046265,80000,1.6665921308100224
1100,0.4224305748939514,0.09627480059862137,1779,1.7666244506835938,88000,1.6996201373636723
1200,0.6872547268867493,0.04241852089762688,1796,1.7675998210906982,96000,1.7042912527918817
1300,0.7773538678884506,0.04211337864398956,1805,1.7825313806533813,104000,1.2844818919897079
1400,0.9584024474024773,0.001805779174901545,1820,1.778441071510315,112000,0.8609460271894932
1500,0.6826770305633545,0.017299432307481766,1828,1.7870533466339111,120000,0.8215366579592228
1600,0.6058007180690765,0.03944198414683342,1832,1.7900527715682983,128000,0.9381985232234001
1700,0.9618114717304707,0.00204697553999722,1840,1.7841215133666992,136000,0.6767829541116953
1800,0.8058388382196426,0.0168040469288826,1842,1.7896267175674438,144000,1.1040942564606666
1900,0.8481862097978592,0.007684274110943079,1836,1.789083480834961,152000,1.0345760233700276
2000,0.9641374945640564,0.006431189365684986,1837,1.78008234500885,160000,1.5245163284242154
2100,0.6363254189491272,0.07001611590385437,1844,1.7848975658416748,168000,1.056370586901903
2200,0.7996926307678223,0.02136833406984806,1853,1.7780160903930664,176000,1.2346064157783985
2300,0.6905840635299683,0.039005301892757416,1857,1.7894130945205688,184000,0.95811259560287
2400,0.5466959178447723,0.04415959119796753,1856,1.7790863513946533,192000,0.9691323835402728
2500,0.950725931674242,0.0030264626257121563,1854,1.7777233123779297,200000,0.9269647754728794
2600,0.5728024840354919,0.06814806908369064,1855,1.7782690525054932,208000,0.7392239555716514
2700,0.6074371635913849,0.04053695127367973,1861,1.7827818393707275,216000,0.9001183740794658
2800,0.8797944784164429,0.014253725297749043,1864,1.7753633260726929,224000,1.4141438748687505
2900,0.4978165626525879,0.03770139813423157,1868,1.7862224578857422,232000,1.1935292564332485
3000,0.5932502746582031,0.057861994951963425,1867,1.7707693576812744,240000,0.9370029211044312
3100,0.9608993791043758,0.004445700906217098,1868,1.7381874322891235,248000,0.9709095377475023
3200,0.5866935551166534,0.041933346539735794,1872,1.703881859779358,256000,1.0846182703971863
3300,0.8768299967050552,0.0097857266664505,1874,1.7031967639923096,264000,0.9156208988279104
3400,0.506687343120575,0.043492186814546585,1878,1.7050834894180298,272000,1.1698858186602592
3500,0.9270848780870438,0.0032584606669843197,1881,1.7413498163223267,280000,1.009544914215803
3600,0.7592184543609619,0.037993405014276505,1884,1.6735283136367798,288000,1.6330365546047687
3700,0.9363716766238213,0.00999399833381176,1887,1.6840565204620361,296000,1.2233616232872009
3800,0.501613199710846,0.06689560413360596,1888,1.6954290866851807,304000,1.0506046820431947
3900,0.7582016885280609,0.03889154642820358,1889,1.6886794567108154,312000,1.341100489348173
