total_timesteps,policy_entropy,learning rate,explained_variance,nupdates,fps,avg reward,value_loss
2168000,1.7867381572723389,0.0007,0.9468878619372845,27100,1952,-2.00495877712965,0.008117052726447582
2176000,1.78739333152771,0.0007,0.9131329208612442,27200,1952,-1.709582557529211,0.005452431738376617
2184000,1.7846702337265015,0.0007,0.8843146115541458,27300,1951,-2.0464651077985763,0.007634601090103388
2192000,1.7845401763916016,0.0007,0.9098300114274025,27400,1952,-2.1001283168792724,0.005579226650297642
2200000,1.785818099975586,0.0007,0.9603310525417328,27500,1952,-1.8052550800144673,0.004549033939838409
2208000,1.7826423645019531,0.0007,0.959936898201704,27600,1953,-1.8041095666587352,0.004999019205570221
2216000,1.786820411682129,0.0007,0.8953510001301765,27700,1953,-1.9120413929224014,0.0111760962754488
2224000,1.7864532470703125,0.0007,0.9339668154716492,27800,1954,-1.73585040345788,0.005378599278628826
2232000,1.7815097570419312,0.0007,0.8832489997148514,27900,1954,-1.9862854681909083,0.0060141016729176044
2240000,1.7803223133087158,0.0007,0.8299727141857147,28000,1955,-2.431355305016041,0.008124797604978085
2248000,1.7844988107681274,0.0007,0.8579894006252289,28100,1955,-1.8937410347163677,0.02009827271103859
2256000,1.7841638326644897,0.0007,0.8813764527440071,28200,1956,-2.145537409186363,0.015084060840308666
2264000,1.7865447998046875,0.0007,0.9507483951747417,28300,1956,-1.782069594413042,0.004587535280734301
2272000,1.7825313806533813,0.0007,0.9276756048202515,28400,1956,-2.070943135023117,0.009897435083985329
2280000,1.7847709655761719,0.0007,0.9247546494007111,28500,1957,-1.8911604188382625,0.007421351969242096
2288000,1.786348581314087,0.0007,0.9368698373436928,28600,1957,-1.805283997952938,0.0033741898369044065
2296000,1.7840862274169922,0.0007,0.941893931478262,28700,1957,-1.8142804719507695,0.005158441141247749
2304000,1.7819734811782837,0.0007,0.9106226339936256,28800,1957,-2.079424385726452,0.005028511397540569
2312000,1.7832237482070923,0.0007,0.9532108306884766,28900,1957,-1.6601571448147296,0.0061586475931108
2320000,1.785405158996582,0.0007,0.9609984830021858,29000,1956,-1.7727364614605903,0.0036865458823740482
2328000,1.7863775491714478,0.0007,0.8581963926553726,29100,1956,-1.5543061733245849,0.004930981434881687
2336000,1.7858272790908813,0.0007,0.8678833693265915,29200,1956,-1.9039249390363693,0.016949165612459183
2344000,1.7848774194717407,0.0007,0.9330879673361778,29300,1957,-1.7731998458504676,0.007524244487285614
2352000,1.785261869430542,0.0007,0.9376280941069126,29400,1957,-1.6615225963294507,0.009141997434198856
2360000,1.7851428985595703,0.0007,0.9178290814161301,29500,1956,-1.9431381925940514,0.007454028818756342
2368000,1.7843271493911743,0.0007,0.9549289755523205,29600,1957,-1.8267928689718247,0.00484482804313302
2376000,1.7853515148162842,0.0007,0.9436343610286713,29700,1956,-1.6256651625037193,0.009607864543795586
2384000,1.7880760431289673,0.0007,0.9301726967096329,29800,1956,-1.7323414154350758,0.007469457574188709
2392000,1.7860647439956665,0.0007,0.8683659136295319,29900,1956,-1.8144885018467902,0.009826961904764175
2400000,1.7890396118164062,0.0007,0.9581207223236561,30000,1956,-1.7347806334495544,0.0060776215977966785
2408000,1.7882407903671265,0.0007,0.871228501200676,30100,1956,-1.847025340795517,0.010376587510108948
2416000,1.7769489288330078,0.0007,0.7733665704727173,30200,1956,-1.7082535699009895,0.01564648561179638
2424000,1.785488486289978,0.0007,0.8013595193624496,30300,1956,-2.103830264508724,0.014350378885865211
2432000,1.7868732213974,0.0007,0.9243078231811523,30400,1957,-1.6741682425141335,0.0060793450102210045
2440000,1.7877765893936157,0.0007,0.8572249710559845,30500,1958,-1.4976237840950488,0.014218876138329506
2448000,1.7880645990371704,0.0007,0.9002003967761993,30600,1958,-1.5964647628366948,0.011487280949950218
2456000,1.7868244647979736,0.0007,0.9090644642710686,30700,1958,-1.961632415652275,0.007204245775938034
2464000,1.7862275838851929,0.0007,0.9559997096657753,30800,1958,-1.7094449371099472,0.0075361416675150394
2472000,1.7861034870147705,0.0007,0.9215363040566444,30900,1958,-1.8289688788354397,0.005298694130033255
2480000,1.7847797870635986,0.0007,0.9365565329790115,31000,1958,-1.9445636779069901,0.006385170854628086
2488000,1.7874984741210938,0.0007,0.8657989650964737,31100,1958,-1.797976368665695,0.011404967866837978
2496000,1.785151720046997,0.0007,0.9679877236485481,31200,1958,-2.0578263998031616,0.002634988399222493
2504000,1.7843338251113892,0.0007,0.9661799408495426,31300,1957,-1.827167746424675,0.003773187752813101
2512000,1.7753479480743408,0.0007,0.9399998001754284,31400,1957,-2.070010247826576,0.008047188632190228
2520000,1.7822967767715454,0.0007,0.9419595338404179,31500,1957,-1.5602533124387263,0.009696727618575096
2528000,1.7812435626983643,0.0007,0.9671559929847717,31600,1956,-1.896637662500143,0.00731644406914711
2536000,1.774568796157837,0.0007,0.8929381668567657,31700,1956,-1.6642380431294441,0.007642903830856085
2544000,1.776747465133667,0.0007,0.9482268057763577,31800,1956,-2.2884234711527824,0.0059627341106534
2552000,1.7824825048446655,0.0007,0.9753376971930265,31900,1956,-1.924731444567442,0.004251846577972174
2560000,1.7703816890716553,0.0007,0.8486113995313644,32000,1956,-1.937855289876461,0.016649048775434494
2568000,1.7847449779510498,0.0007,0.9306840524077415,32100,1956,-1.4376687183976173,0.005071149207651615
2576000,1.7828928232192993,0.0007,0.942169688642025,32200,1956,-1.5788935162127018,0.00879578199237585
2584000,1.7740821838378906,0.0007,0.9711484462022781,32300,1956,-1.8911478474736214,0.0034589606802910566
2592000,1.7784693241119385,0.0007,0.9705229289829731,32400,1955,-1.3911820329725741,0.003866941435262561
2600000,1.7783035039901733,0.0007,0.9289085119962692,32500,1955,-1.9245385095477103,0.009557006880640984
2608000,1.7760546207427979,0.0007,0.831017404794693,32600,1955,-2.0519091457128527,0.022151414304971695
2616000,1.776918649673462,0.0007,0.964492280036211,32700,1955,-1.9582570679485798,0.007701805327087641
2624000,1.770787239074707,0.0007,0.7778332680463791,32800,1955,-1.665770659595728,0.029292196035385132
2632000,1.765215516090393,0.0007,0.8712201416492462,32900,1954,-2.001820198446512,0.011083560064435005
2640000,1.7785422801971436,0.0007,0.8324142545461655,33000,1954,-1.7386490292847157,0.013509717769920826
2648000,1.7829118967056274,0.0007,0.941992212086916,33100,1954,-1.796345990896225,0.0045325192622840405
2656000,1.7707735300064087,0.0007,0.8388218581676483,33200,1955,-1.9092127680778503,0.02770780585706234
2664000,1.7750507593154907,0.0007,0.9376746229827404,33300,1955,-1.6010711729526519,0.0059582544490695
2672000,1.7615731954574585,0.0007,0.9020419493317604,33400,1955,-1.899534922093153,0.010190603323280811
2680000,1.772987723350525,0.0007,0.911953940987587,33500,1955,-2.1543587699532507,0.00714704766869545
2688000,1.7515443563461304,0.0007,0.7952470034360886,33600,1954,-1.9455398574471474,0.01016293652355671
2696000,1.7829906940460205,0.0007,0.7615673094987869,33700,1954,-1.5930722385644913,0.018719922751188278
2704000,1.7667028903961182,0.0007,0.8899904564023018,33800,1955,-1.6440613508224486,0.009389674291014671
2712000,1.7815234661102295,0.0007,0.9675472676753998,33900,1955,-1.65092793405056,0.004977351985871792
2720000,1.7758232355117798,0.0007,0.9662558548152447,34000,1955,-1.8129154682159423,0.006051397882401943
2728000,1.7716023921966553,0.0007,0.917297013103962,34100,1955,-2.004565027356148,0.008182758465409279
2736000,1.7717736959457397,0.0007,0.9771693907678127,34200,1955,-1.8127629056572914,0.00364918215200305
2744000,1.763360619544983,0.0007,0.882892519235611,34300,1955,-2.2157814264297486,0.006347695831209421
2752000,1.7818939685821533,0.0007,0.8482407778501511,34400,1955,-1.5700868934392929,0.006800007075071335
2760000,1.76925790309906,0.0007,0.9395888149738312,34500,1955,-1.6170347597450019,0.008697197772562504
2768000,1.7673448324203491,0.0007,0.817267045378685,34600,1955,-1.9121633738279342,0.013075612485408783
2776000,1.7823002338409424,0.0007,0.8760028332471848,34700,1956,-1.3625766679644584,0.0044447146356105804
2784000,1.7629492282867432,0.0007,0.8956436291337013,34800,1956,-1.9556934759020805,0.009971573948860168
2792000,1.7711741924285889,0.0007,0.8978666961193085,34900,1956,-1.5525990899652242,0.00906638614833355
2800000,1.769553542137146,0.0007,0.8959155902266502,35000,1956,-1.791713009029627,0.015894945710897446
2808000,1.780521035194397,0.0007,0.935561515390873,35100,1956,-1.4509681575000286,0.006003132555633783
2816000,1.7610435485839844,0.0007,0.8490231186151505,35200,1956,-1.8652523763477802,0.01111818291246891
2824000,1.774474859237671,0.0007,0.952073235064745,35300,1956,-1.701548881828785,0.006814088672399521
2832000,1.7714656591415405,0.0007,0.8912416473031044,35400,1956,-1.7076872929930687,0.011013154871761799
2840000,1.7529470920562744,0.0007,0.5493876338005066,35500,1956,-1.704709306359291,0.007301035337150097
2848000,1.754970908164978,0.0007,0.9429270960390568,35600,1956,-1.853589867055416,0.00516051659360528
2856000,1.7676260471343994,0.0007,0.8226053863763809,35700,1956,-1.457117436081171,0.02770385518670082
2864000,1.7750364542007446,0.0007,0.9513974823057652,35800,1956,-1.351540033146739,0.005425540264695883
2872000,1.7613999843597412,0.0007,0.9498614780604839,35900,1956,-1.560889210179448,0.005728329531848431
2880000,1.7583459615707397,0.0007,0.9032433331012726,36000,1956,-1.7590537458658217,0.0118626793846488
2888000,1.7600066661834717,0.0007,0.8978519812226295,36100,1956,-1.6271470092236995,0.008596498519182205
2896000,1.7723894119262695,0.0007,0.9654800966382027,36200,1956,-1.9061804968863725,0.005535374395549297
2904000,1.7626489400863647,0.0007,0.9159154072403908,36300,1956,-1.7670820213854312,0.008453265763819218
2912000,1.780594825744629,0.0007,0.9194101318717003,36400,1956,-1.4526313260197639,0.010087324306368828
2920000,1.7782962322235107,0.0007,0.9248612821102142,36500,1956,-1.4365776404738426,0.00950990617275238
2928000,1.768902063369751,0.0007,0.7848713248968124,36600,1956,-1.7566960699856282,0.0284719318151474
2936000,1.7715898752212524,0.0007,0.8992667868733406,36700,1956,-1.4643429450690746,0.009613566100597382
2944000,1.7678697109222412,0.0007,0.697835385799408,36800,1956,-1.5674994528293609,0.016082745045423508
2952000,1.7585880756378174,0.0007,0.7474262118339539,36900,1956,-1.7863396108150482,0.009422795847058296
2960000,1.748563528060913,0.0007,0.8747469633817673,37000,1956,-1.7359000787138938,0.012490158900618553
2968000,1.7658956050872803,0.0007,0.8929784446954727,37100,1956,-1.5614878706634046,0.010054470039904118
2976000,1.7800722122192383,0.0007,0.8184146136045456,37200,1956,-1.1232424631714821,0.011408849619328976
2984000,1.7696406841278076,0.0007,0.8456976264715195,37300,1956,-1.6089784383773804,0.0145831648260355
2992000,1.7658449411392212,0.0007,0.9630967602133751,37400,1956,-1.5511742547154426,0.002592887030914426
3000000,1.774298071861267,0.0007,0.8028945028781891,37500,1956,-1.3726345427334308,0.013764828443527222
3008000,1.770058274269104,0.0007,0.6818621456623077,37600,1957,-1.4620753660798074,0.017726782709360123
3016000,1.7603461742401123,0.0007,0.9513704106211662,37700,1957,-1.4990424260497093,0.003719491418451071
3024000,1.7564172744750977,0.0007,0.8622556775808334,37800,1957,-1.7739864617586136,0.01652665063738823
3032000,1.7698144912719727,0.0007,0.7568513453006744,37900,1957,-1.4886704072356225,0.020696105435490608
3040000,1.7364921569824219,0.0007,0.7422004342079163,38000,1957,-1.6115606531500817,0.01603160798549652
3048000,1.742343544960022,0.0007,0.9096637219190598,38100,1957,-1.4832469768822194,0.008006526157259941
3056000,1.7670663595199585,0.0007,0.8085742741823196,38200,1957,-1.3154966965317727,0.0075507573783397675
3064000,1.713666319847107,0.0007,0.8341012448072433,38300,1957,-1.6931671008467675,0.012984080240130424
3072000,1.7552995681762695,0.0007,0.8726692348718643,38400,1957,-1.1429505184292794,0.008342226035892963
3080000,1.717126488685608,0.0007,0.9219277501106262,38500,1957,-1.2049457121640443,0.0084384111687541
3088000,1.7379343509674072,0.0007,0.8186249136924744,38600,1957,-1.6942848399281503,0.015518519096076488
3096000,1.6812496185302734,0.0007,0.9405602924525738,38700,1957,-1.4934458591043949,0.003701855894178152
3104000,1.6690616607666016,0.0007,0.6434031426906586,38800,1957,-1.795194260776043,0.03018052875995636
3112000,1.7375816106796265,0.0007,0.8649065792560577,38900,1957,-1.5928931333124638,0.014572426676750183
3120000,1.747277021408081,0.0007,0.9013396576046944,39000,1957,-1.467214787006378,0.0058828191831707954
3128000,1.6647708415985107,0.0007,0.8168028742074966,39100,1957,-1.670346449315548,0.008438304997980595
3136000,1.6846675872802734,0.0007,0.9018133655190468,39200,1957,-1.40596074834466,0.007961524650454521
3144000,1.7091128826141357,0.0007,0.821351483464241,39300,1957,-1.351218479126692,0.01255323551595211
3152000,1.7330949306488037,0.0007,0.8497361391782761,39400,1957,-1.2553037859499454,0.009600424207746983
3160000,1.7320512533187866,0.0007,0.8958597406744957,39500,1957,-1.361384604126215,0.006478278897702694
3168000,1.6530234813690186,0.0007,0.8290706276893616,39600,1957,-1.575340074300766,0.015177282504737377
3176000,1.6920859813690186,0.0007,0.7976165264844894,39700,1957,-1.2596473566256463,0.026471909135580063
3184000,1.718458890914917,0.0007,0.6795661449432373,39800,1957,-1.1578076243400575,0.016936708241701126
3192000,1.6954543590545654,0.0007,0.7918659150600433,39900,1957,-1.596613807976246,0.014992865733802319
3200000,1.6750789880752563,0.0007,0.9209005758166313,40000,1957,-1.2968214858323335,0.007824060507118702
3208000,1.6604206562042236,0.0007,0.8217214643955231,40100,1957,-1.5790595307946205,0.010704291053116322
3216000,1.7459602355957031,0.0007,0.7157532274723053,40200,1957,-1.0237541805952788,0.023619309067726135
3224000,1.7211112976074219,0.0007,0.8215150684118271,40300,1957,-1.211339006572962,0.010744176805019379
3232000,1.7086400985717773,0.0007,0.6384367048740387,40400,1957,-1.4079110465943814,0.016374442726373672
3240000,1.7491298913955688,0.0007,0.8635047972202301,40500,1957,-1.2153989356011152,0.011719683185219765
3248000,1.7008991241455078,0.0007,0.844970166683197,40600,1957,-1.3349302429705858,0.009810516610741615
3256000,1.7555793523788452,0.0007,0.6981889605522156,40700,1957,-1.013782363384962,0.013492208905518055
3264000,1.622245192527771,0.0007,0.9207572415471077,40800,1957,-1.6085370525717735,0.006853050086647272
3272000,1.7312673330307007,0.0007,0.9240827485918999,40900,1957,-1.2500694260001182,0.0025394409894943237
3280000,1.713160753250122,0.0007,0.867813915014267,41000,1957,-1.210959205776453,0.006021291017532349
3288000,1.7325416803359985,0.0007,0.7299044728279114,41100,1957,-0.9070014428347349,0.011548994109034538
3296000,1.469344973564148,0.0007,0.7541585564613342,41200,1957,-1.5644735921174289,0.022622503340244293
3304000,1.6953115463256836,0.0007,0.7795508950948715,41300,1957,-1.1102479577064515,0.01532655768096447
3312000,1.6884692907333374,0.0007,0.749979704618454,41400,1957,-0.9843952521681786,0.005732670426368713
3320000,1.7619367837905884,0.0007,0.7555352598428726,41500,1957,-1.004058526456356,0.0030477866530418396
3328000,1.7182105779647827,0.0007,0.8645858466625214,41600,1957,-1.1448345810174942,0.010247642174363136
3336000,1.68521249294281,0.0007,0.8156364262104034,41700,1957,-0.8666113423649222,0.02146964706480503
3344000,1.645734429359436,0.0007,0.8053273558616638,41800,1956,-1.2842858508229256,0.011403658427298069
3352000,1.7210203409194946,0.0007,0.8163949996232986,41900,1956,-0.7730320405215025,0.007221654057502747
3360000,1.7334954738616943,0.0007,0.7040438950061798,42000,1956,-0.8284832548350096,0.016988858580589294
3368000,1.6759601831436157,0.0007,0.7034527063369751,42100,1956,-1.4224495507776738,0.030208617448806763
3376000,1.6939328908920288,0.0007,0.5328192412853241,42200,1956,-1.5235746800899506,0.01000615768134594
3384000,1.6718918085098267,0.0007,0.8663577884435654,42300,1957,-0.756002989038825,0.006280751433223486
3392000,1.6557540893554688,0.0007,0.8676621913909912,42400,1956,-1.3150800906121731,0.0084784971550107
3400000,1.7162927389144897,0.0007,0.5327939689159393,42500,1957,-0.9884305349551141,0.035372667014598846
3408000,1.6135666370391846,0.0007,0.7265753149986267,42600,1957,-0.8947828657925129,0.008204848505556583
3416000,1.6730867624282837,0.0007,0.8221475780010223,42700,1957,-1.0368829537183046,0.008550083264708519
3424000,1.64786696434021,0.0007,0.6871684491634369,42800,1957,-0.8165242090821266,0.007307504769414663
3432000,1.6894772052764893,0.0007,0.6075106561183929,42900,1957,-0.4592678195796907,0.022821376100182533
3440000,1.6991761922836304,0.0007,0.8268121778964996,43000,1957,-0.9457222908735275,0.006082284264266491
3448000,1.7159980535507202,0.0007,0.9012520909309387,43100,1957,-0.8742706079035998,0.005108566489070654
3456000,1.6599870920181274,0.0007,0.8525662422180176,43200,1957,-0.8095843981951475,0.00868119765073061
3464000,1.647558569908142,0.0007,0.7509600222110748,43300,1957,-1.1891496296972037,0.015095286071300507
3472000,1.69482421875,0.0007,0.910841204226017,43400,1958,-0.9747088022530079,0.00883898138999939
3480000,1.7283750772476196,0.0007,0.8551638573408127,43500,1958,-0.6977850852534175,0.012770099565386772
3488000,1.6623313426971436,0.0007,0.8629310578107834,43600,1958,-1.2177533328533172,0.010814538225531578
3496000,1.7240241765975952,0.0007,0.9448139108717442,43700,1958,-0.8695122268050909,0.0036988812498748302
3504000,1.6235538721084595,0.0007,0.7895592600107193,43800,1958,-1.0167879618704319,0.013647833839058876
3512000,1.5759873390197754,0.0007,0.7811377793550491,43900,1958,-1.405412644147873,0.023399200290441513
3520000,1.7182247638702393,0.0007,0.8502231538295746,44000,1958,-0.8276756933424622,0.013100333511829376
3528000,1.6374292373657227,0.0007,0.281533420085907,44100,1958,-0.7551532633602619,0.012463654391467571
3536000,1.6627123355865479,0.0007,0.8652427345514297,44200,1958,-0.7724658094346524,0.004833166487514973
3544000,1.7368385791778564,0.0007,0.9286328926682472,44300,1958,-0.8878422550857067,0.004963553510606289
3552000,1.7465951442718506,0.0007,0.8992757648229599,44400,1958,-1.015657252818346,0.005476427264511585
3560000,1.7014141082763672,0.0007,0.6978112161159515,44500,1958,-1.0934994637966156,0.015823712572455406
3568000,1.667889952659607,0.0007,0.879989966750145,44600,1958,-0.817273524403572,0.008093873038887978
3576000,1.6916162967681885,0.0007,0.8502505123615265,44700,1958,-1.096922499127686,0.012311851605772972
3584000,1.6016762256622314,0.0007,0.8246233910322189,44800,1958,-1.0498375497758388,0.010402966290712357
3592000,1.672584891319275,0.0007,0.8357701301574707,44900,1958,-1.073574650939554,0.007758907042443752
3600000,1.6372534036636353,0.0007,0.8220948874950409,45000,1958,-1.0192825011909008,0.011283926665782928
3608000,1.5380327701568604,0.0007,0.8126357942819595,45100,1958,-1.1821535497903823,0.009905626997351646
3616000,1.534509301185608,0.0007,0.8255040794610977,45200,1959,-0.9817982617765665,0.014858268201351166
3624000,1.6446516513824463,0.0007,0.867903932929039,45300,1959,-0.9477218717336655,0.011863427236676216
3632000,1.6818466186523438,0.0007,0.79463130235672,45400,1959,-1.1030483749695121,0.006533642765134573
3640000,1.6808398962020874,0.0007,0.9104867726564407,45500,1959,-0.6844928125850857,0.008630357682704926
3648000,1.6576324701309204,0.0007,0.7262456715106964,45600,1959,-1.1896798394620418,0.018718980252742767
3656000,1.669416069984436,0.0007,0.8463623374700546,45700,1959,-0.8899497909471392,0.010595005936920643
3664000,1.7220293283462524,0.0007,0.8114936798810959,45800,1959,-0.7891375880688429,0.005319730844348669
3672000,1.625619649887085,0.0007,0.844868615269661,45900,1959,-0.7004842458292841,0.009832078590989113
3680000,1.687464952468872,0.0007,0.7718355804681778,46000,1959,-0.9841147549450397,0.01273738406598568
3688000,1.68586003780365,0.0007,0.4200195074081421,46100,1959,-0.5752044722437859,0.04877319186925888
3696000,1.7189677953720093,0.0007,0.8271072804927826,46200,1960,-0.8925258219242096,0.010018909350037575
3704000,1.6897646188735962,0.0007,0.8253926932811737,46300,1960,-0.9020073506981134,0.00926055945456028
3712000,1.628170371055603,0.0007,0.8731405884027481,46400,1961,-0.6554655265063047,0.0035998232197016478
3720000,1.6827318668365479,0.0007,0.877945102751255,46500,1961,-0.9733601361513138,0.006236209999769926
3728000,1.7376530170440674,0.0007,0.8307650834321976,46600,1961,-1.0366986304521562,0.007416374981403351
3736000,1.6492849588394165,0.0007,0.8424530327320099,46700,1961,-0.9746067501604557,0.00792263075709343
3744000,1.642377257347107,0.0007,0.8851627185940742,46800,1961,-0.8528013294562697,0.004839570727199316
3752000,1.6752464771270752,0.0007,0.8877064362168312,46900,1960,-0.7140561493113637,0.010738061740994453
3760000,1.678932547569275,0.0007,0.6574118435382843,47000,1960,-0.7032573398202657,0.01142782624810934
3768000,1.7142168283462524,0.0007,0.8488937169313431,47100,1960,-1.0475390009582042,0.007510030176490545
3776000,1.6268317699432373,0.0007,0.8320418298244476,47200,1960,-0.6065774036571383,0.003556602168828249
3784000,1.68744695186615,0.0007,0.9234267473220825,47300,1960,-1.1448044136166573,0.004898236598819494
3792000,1.7201099395751953,0.0007,0.8484524935483932,47400,1960,-1.0134840972721577,0.006898051593452692
3800000,1.67318594455719,0.0007,0.8201571404933929,47500,1960,-0.8806492108851671,0.008608867414295673
3808000,1.6537586450576782,0.0007,0.5895838141441345,47600,1960,-0.8505794234573841,0.010084998793900013
3816000,1.651411771774292,0.0007,0.8663767129182816,47700,1960,-0.9671033687889576,0.017417222261428833
3824000,1.7259562015533447,0.0007,0.8095303773880005,47800,1960,-1.0559107422828675,0.00940192211419344
3832000,1.5467348098754883,0.0007,0.9095512926578522,47900,1960,-0.7302891746163368,0.004165998660027981
3840000,1.7388988733291626,0.0007,0.7754432410001755,48000,1960,-0.7383337173610925,0.010849501006305218
3848000,1.671034574508667,0.0007,0.9036670848727226,48100,1960,-0.7851458307355642,0.003720927517861128
3856000,1.713862657546997,0.0007,0.7567348182201385,48200,1961,-0.7141012035310268,0.005980704911053181
3864000,1.6759707927703857,0.0007,0.8353373855352402,48300,1961,-0.9631301622837782,0.009457973763346672
3872000,1.7011926174163818,0.0007,0.7623139321804047,48400,1961,-0.7900377616286278,0.018211577087640762
3880000,1.74148690700531,0.0007,0.7705018818378448,48500,1961,-1.1211448773741721,0.013310839422047138
3888000,1.7567062377929688,0.0007,0.92148108035326,48600,1961,-0.6539505913853645,0.006997569464147091
3896000,1.6623796224594116,0.0007,0.8581270575523376,48700,1961,-0.8511022336781024,0.006831525359302759
3904000,1.670630693435669,0.0007,0.8543010950088501,48800,1961,-0.8673256009817123,0.014998617582023144
3912000,1.698889136314392,0.0007,0.8990492224693298,48900,1961,-0.6584144875407218,0.009631901979446411
3920000,1.6062997579574585,0.0007,0.7301196455955505,49000,1961,-0.7289908546954393,0.019666682928800583
3928000,1.6851894855499268,0.0007,0.8513839393854141,49100,1961,-1.0346250399947166,0.010712319985032082
3936000,1.6362838745117188,0.0007,0.8683071583509445,49200,1961,-1.1527159363031387,0.008158186450600624
3944000,1.6709272861480713,0.0007,0.8274427652359009,49300,1961,-1.2514777101576329,0.009233606047928333
3952000,1.6427221298217773,0.0007,0.9022728577256203,49400,1961,-0.4447959871962667,0.008230635896325111
3960000,1.6687644720077515,0.0007,0.8160111010074615,49500,1961,-1.0501334017142654,0.021654637530446053
3968000,1.6869558095932007,0.0007,0.8085645735263824,49600,1962,-0.5604701032862067,0.012159650214016438
3976000,1.7275969982147217,0.0007,0.8761052712798119,49700,1962,-0.8020669624209404,0.009043051861226559
3984000,1.596771478652954,0.0007,0.815093457698822,49800,1962,-0.7369454875588417,0.004564953036606312
3992000,1.6726185083389282,0.0007,0.8750857710838318,49900,1962,-0.8743158709257841,0.008411211892962456
4000000,1.6979649066925049,0.0007,0.8862425908446312,50000,1962,-1.0501935265958309,0.002930539892986417
4008000,1.6785176992416382,0.0007,0.9343083053827286,50100,1962,-0.6211049286648631,0.007753019221127033
4016000,1.6015589237213135,0.0007,0.9462178274989128,50200,1963,-0.6645664514042438,0.004510432481765747
4024000,1.6867183446884155,0.0007,0.8244143575429916,50300,1963,-0.9107077024877072,0.007452033460140228
4032000,1.5931987762451172,0.0007,0.9077300578355789,50400,1963,-1.0267887394875288,0.006898234598338604
4040000,1.663572072982788,0.0007,0.6494762599468231,50500,1963,-0.8921845737844706,0.016663113608956337
4048000,1.6589813232421875,0.0007,0.8070246428251266,50600,1963,-0.8435614623129368,0.010576744563877583
4056000,1.7073695659637451,0.0007,0.7958632856607437,50700,1963,-0.7050233606249094,0.00909577589482069
4064000,1.727368950843811,0.0007,0.8449343740940094,50800,1963,-0.47830142043530943,0.0091530941426754
4072000,1.681768774986267,0.0007,0.5635460019111633,50900,1963,-0.9340557932853699,0.01058029942214489
4080000,1.6478404998779297,0.0007,0.8805381208658218,51000,1963,-1.3229666225612164,0.008890023455023766
4088000,1.633277177810669,0.0007,0.8618004471063614,51100,1963,-0.7214557519182563,0.007721344940364361
4096000,1.6023778915405273,0.0007,0.6173388361930847,51200,1963,-0.9548142917454243,0.01596628502011299
4104000,1.613300085067749,0.0007,0.8009290397167206,51300,1963,-0.9076835714280606,0.0064064739271998405
4112000,1.6422815322875977,0.0007,0.7589635998010635,51400,1963,-0.9120938163250685,0.0181413721293211
4120000,1.5243852138519287,0.0007,0.8637781292200089,51500,1963,-1.157086105272174,0.012619158253073692
4128000,1.7095502614974976,0.0007,0.7525019496679306,51600,1963,-1.3316155157983303,0.01885133981704712
4136000,1.7078193426132202,0.0007,0.8080453723669052,51700,1963,-1.0028816394507885,0.009359411895275116
4144000,1.7269127368927002,0.0007,0.8860733062028885,51800,1963,-1.1504581272602081,0.009066449478268623
4152000,1.6883058547973633,0.0007,0.8576879799365997,51900,1963,-0.5786609722534195,0.01250254176557064
4160000,1.6693193912506104,0.0007,0.4976726174354553,52000,1963,-0.7107880733907223,0.011948250234127045
4168000,1.6640920639038086,0.0007,0.7228398025035858,52100,1963,-0.3364098249003291,0.014279073104262352
4176000,1.7124204635620117,0.0007,0.9182451069355011,52200,1963,-0.7597258914262056,0.008734413422644138
4184000,1.699053168296814,0.0007,0.6586149334907532,52300,1963,-0.7189432218670845,0.021089518442749977
4192000,1.6477798223495483,0.0007,0.6694391369819641,52400,1963,-0.7894243221729994,0.012049570679664612
4200000,1.6404746770858765,0.0007,0.6385815143585205,52500,1963,-0.8046709157526493,0.00882880762219429
4208000,1.667903184890747,0.0007,0.738379955291748,52600,1963,-0.6838296715868637,0.014259795658290386
4216000,1.6021473407745361,0.0007,0.8172920197248459,52700,1963,-0.7546929441392422,0.010968850925564766
4224000,1.7166030406951904,0.0007,0.8321092128753662,52800,1963,-0.873688505217433,0.007682627998292446
4232000,1.2221654653549194,0.0007,0.8724920004606247,52900,1963,-2.6305402636528017,0.008073250763118267
4240000,1.7051479816436768,0.0007,0.8053601235151291,53000,1963,-0.6695682003162802,0.015624265186488628
4248000,1.7023016214370728,0.0007,0.8599864393472672,53100,1963,-0.47827220158651473,0.01633615605533123
4256000,1.6459678411483765,0.0007,0.8082940429449081,53200,1963,-0.9810301389545202,0.013002161867916584
4264000,1.6309343576431274,0.0007,0.8297649174928665,53300,1963,-0.9828534189611673,0.008632460609078407
4272000,1.7035548686981201,0.0007,0.8421405255794525,53400,1963,-0.9040718849748373,0.007136189844459295
4280000,1.6986783742904663,0.0007,0.8692083358764648,53500,1963,-0.5790576957166195,0.005527768284082413
4288000,1.6143245697021484,0.0007,0.8456419855356216,53600,1963,-0.6947537415660918,0.006112613715231419
4296000,1.7031739950180054,0.0007,0.7963857352733612,53700,1963,-0.822272652760148,0.008936777710914612
4304000,1.6786243915557861,0.0007,0.8718373775482178,53800,1963,-0.843838132545352,0.007213136646896601
4312000,1.708364725112915,0.0007,0.9282819256186485,53900,1963,-0.8064919725060463,0.006220949813723564
4320000,1.7261241674423218,0.0007,0.6877400279045105,54000,1963,-0.8072105176746845,0.010072379373013973
