fps,policy_entropy,nupdates,explained_variance,value_loss,total_timesteps,learning rate,avg reward
21,2.8903708457946777,1,-26.108964920043945,0.00486901355907321,80,0.001,0.16225373316556216
933,2.8903706073760986,100,-0.29812395572662354,0.0006546842050738633,8000,0.001,0.1473467420786619
1186,2.8903703689575195,200,-0.3202420473098755,0.0006319804233498871,16000,0.001,0.09769244878552855
1354,2.8903703689575195,300,-0.6367450952529907,0.0009892602683976293,24000,0.001,0.016674892920400454
1431,2.890368938446045,400,-0.25305449962615967,0.0010767782805487514,32000,0.001,0.014301020087805228
1499,2.8903651237487793,500,-0.5157994031906128,0.0007577784126624465,40000,0.001,0.018309063906781376
1532,2.890359401702881,600,-0.09342741966247559,0.0010243506403639913,48000,0.001,0.041004303592490035
1552,2.890341281890869,700,0.2501046061515808,0.0005695730214938521,56000,0.001,-0.009401634373352863
1569,2.8902974128723145,800,0.07233297824859619,0.00035806678351946175,64000,0.001,-0.013500650564674288
1584,2.890183210372925,900,-0.3479270935058594,0.0006177554023452103,72000,0.001,0.007966786729230079
1597,2.8900270462036133,1000,0.0707281231880188,0.0004482420044951141,80000,0.001,0.022335209260927514
1608,2.889824151992798,1100,-1.6243348121643066,0.0005320499767549336,88000,0.001,0.03852377122966573
1612,2.8898167610168457,1200,-0.9421848058700562,0.0004185495781712234,96000,0.001,-0.03800959234940819
1616,2.889559268951416,1300,-0.8475124835968018,0.00029711745446547866,104000,0.001,-0.007296206359569624
1623,2.8896408081054688,1400,-1.105302333831787,0.0002132768277078867,112000,0.001,-0.0032668854473740794
1630,2.8897664546966553,1500,-0.0010818243026733398,0.00021402855054475367,120000,0.001,0.01902077347986051
1628,2.8897461891174316,1600,-2.271712064743042,0.00014613810344599187,128000,0.001,-0.054357288870960474
1632,2.8897204399108887,1700,-0.2887721061706543,0.00020789152767974883,136000,0.001,-0.023676952095411253
1636,2.889619827270508,1800,-0.3066600561141968,0.00022956659086048603,144000,0.001,-0.018309493694687262
1645,2.8898613452911377,1900,-0.18485260009765625,0.00023941481777001172,152000,0.001,-0.02737313011311926
1648,2.8900773525238037,2000,-1.6180977821350098,0.00013329640205483884,160000,0.001,-0.009243708665599116
1653,2.8901617527008057,2100,-0.028403282165527344,7.882864156272262e-05,168000,0.001,0.03876634498592466
1651,2.8902251720428467,2200,-0.23738527297973633,0.0001376364816678688,176000,0.001,-0.014113975164946169
1652,2.8902177810668945,2300,-0.39324235916137695,7.346284837694839e-05,184000,0.001,-0.0002927362249465659
1660,2.8902194499969482,2400,-0.11324024200439453,9.092828986467794e-05,192000,0.001,0.030311178416013718
1661,2.89019513130188,2500,-0.9597698450088501,0.00013041212514508516,200000,0.001,0.015536423753655982
1665,2.8901617527008057,2600,-0.6724166870117188,8.478755626128986e-05,208000,0.001,0.015305044437991456
1665,2.8902039527893066,2700,-0.13199758529663086,0.00010061989451060072,216000,0.001,-0.026087300654035063
1671,2.890183925628662,2800,0.030723392963409424,0.00010016646410804242,224000,0.001,-0.002000794127525296
1671,2.890190839767456,2900,0.08786368370056152,9.456220868742093e-05,232000,0.001,-0.008875583281042054
1673,2.8902668952941895,3000,-1.1704695224761963,9.838167170528322e-05,240000,0.001,0.0039267701780772764
1675,2.890251398086548,3100,-0.13066959381103516,6.056121128494851e-05,248000,0.001,0.0040284164060722105
1675,2.890266180038452,3200,-0.1573798656463623,7.88867546361871e-05,256000,0.001,0.017335987868136726
