fps,avg reward,nupdates,total_timesteps,policy_entropy,explained_variance,value_loss
1821,1.748701735585928,30800,2464000,1.6595865488052368,0.9362019822001457,0.03725077956914902
1821,2.0075249768793584,30900,2472000,1.6698055267333984,0.9753357190638781,0.017689550295472145
1821,1.4125186721794307,31000,2480000,1.7329092025756836,0.9009784162044525,0.029655158519744873
1821,1.6909885199042036,31100,2488000,1.6993976831436157,0.9394183792173862,0.03928752988576889
1821,1.4767241310793906,31200,2496000,1.7111279964447021,0.9588719047605991,0.03501766920089722
1822,1.9867935910820962,31300,2504000,1.6405699253082275,0.9818768352270126,0.02297396957874298
1821,1.659806301817298,31400,2512000,1.7285699844360352,0.8249147832393646,0.08201596140861511
1822,1.5159980911761521,31500,2520000,1.7277837991714478,0.9444996900856495,0.02664279378950596
1821,1.5695127606391908,31600,2528000,1.7256689071655273,0.9821452014148235,0.005807816516608
1821,1.6367491899989546,31700,2536000,1.7265880107879639,0.9312847778201103,0.048444636166095734
1821,1.8285744715481997,31800,2544000,1.67543625831604,0.9758683312684298,0.031046440824866295
1821,1.8975465988740325,31900,2552000,1.6990671157836914,0.9810347966849804,0.015225216746330261
1822,1.4318355925381183,32000,2560000,1.7483189105987549,0.9951032120734453,0.0024693256709724665
1822,1.5339563676621766,32100,2568000,1.6585490703582764,0.9370437636971474,0.03093959018588066
1822,1.042658200627193,32200,2576000,1.6726211309432983,0.9472518153488636,0.015381489880383015
1822,1.3213610084727407,32300,2584000,1.7101043462753296,0.9285419061779976,0.026955539360642433
1822,1.3241806408856065,32400,2592000,1.7288494110107422,0.9747600667178631,0.010080439038574696
1823,1.0795758554711938,32500,2600000,1.7400095462799072,0.9112777933478355,0.039060164242982864
1823,1.3972142747603358,32600,2608000,1.682070016860962,0.9647731967270374,0.023240402340888977
1823,2.0020394708961247,32700,2616000,1.6630967855453491,0.9606372974812984,0.028352227061986923
1823,1.5705909888260066,32800,2624000,1.7123172283172607,0.954936396330595,0.03315260261297226
1823,1.1254605808877387,32900,2632000,1.704380750656128,0.9512094482779503,0.019557252526283264
1824,1.3137789484113456,33000,2640000,1.7298132181167603,0.9675482586026192,0.011987227015197277
1824,1.7417189184576274,33100,2648000,1.730036735534668,0.9746831618249416,0.020051494240760803
1824,1.2157950119115413,33200,2656000,1.6951186656951904,0.9190685525536537,0.04021269828081131
1824,2.2399933077394962,33300,2664000,1.6905180215835571,0.973719909787178,0.022152425721287727
1825,1.9920682461932302,33400,2672000,1.6554912328720093,0.9616524763405323,0.048325315117836
1825,2.071975832618773,33500,2680000,1.673794150352478,0.9794082138687372,0.01089746505022049
1826,1.4082468665204941,33600,2688000,1.7192569971084595,0.9373697191476822,0.04110470786690712
1826,1.7215538455173374,33700,2696000,1.6589794158935547,0.9509900845587254,0.04389866441488266
1826,2.0685657714726404,33800,2704000,1.7059723138809204,0.9646778851747513,0.02179058827459812
1827,1.7405218217463698,33900,2712000,1.6435445547103882,0.9803853277117014,0.017674323171377182
1827,1.534456503018737,34000,2720000,1.672846794128418,0.9791262373328209,0.009094800800085068
1827,1.9139504425227643,34100,2728000,1.693569540977478,0.9703877978026867,0.025078782811760902
1827,1.4026214350014925,34200,2736000,1.6898975372314453,0.9804323986172676,0.006879789289087057
1827,2.0391468346118926,34300,2744000,1.7096421718597412,0.937711626291275,0.04489162936806679
1827,1.1725443956442176,34400,2752000,1.7396135330200195,0.9769501145929098,0.006120660807937384
1827,2.2242226903792472,34500,2760000,1.6412311792373657,0.9713639058172703,0.023510243743658066
1827,1.9988261751830578,34600,2768000,1.6704261302947998,0.9810475166887045,0.012537253089249134
1828,1.2820240688975901,34700,2776000,1.7046549320220947,0.9459175541996956,0.030071979388594627
1829,1.2572430986911058,34800,2784000,1.7247555255889893,0.9459337443113327,0.045502688735723495
1829,1.9770416220650078,34900,2792000,1.6511726379394531,0.9629338346421719,0.024222493171691895
1829,1.137508230470121,35000,2800000,1.6955512762069702,0.9735992457717657,0.011018125340342522
1830,1.3517499365843832,35100,2808000,1.7093709707260132,0.9055647477507591,0.03035115636885166
1830,1.4092968345154078,35200,2816000,1.7208490371704102,0.9524228535592556,0.02134774997830391
1831,2.517349811643362,35300,2824000,1.6604950428009033,0.9701078739017248,0.028346121311187744
1831,0.8345546253956855,35400,2832000,1.7222061157226562,0.7234581708908081,0.07543499767780304
1832,1.071540721086785,35500,2840000,1.70492684841156,0.949600625783205,0.019328484311699867
1832,1.4032300023769495,35600,2848000,1.6089868545532227,0.9781731404364109,0.017627447843551636
1833,1.7697335639968514,35700,2856000,1.65078604221344,0.9610575698316097,0.03607557341456413
1833,2.1721598006784917,35800,2864000,1.6272979974746704,0.9768645651638508,0.02969193458557129
1834,1.5543220039457082,35900,2872000,1.6691405773162842,0.985617607831955,0.010806595906615257
1835,1.376297055906616,36000,2880000,1.578891396522522,0.9554126299917698,0.029422689229249954
1835,1.2889635405153967,36100,2888000,1.628369688987732,0.9765333868563175,0.011173871345818043
1836,1.6559632592834532,36200,2896000,1.6603199243545532,0.9854138074442744,0.010709954425692558
1836,1.6718184048309923,36300,2904000,1.6674171686172485,0.9344236478209496,0.03649184852838516
1837,1.017254767380655,36400,2912000,1.6978286504745483,0.9106602743268013,0.036194123327732086
1837,1.5030629097484052,36500,2920000,1.6879228353500366,0.9124417155981064,0.028125029057264328
1838,1.3194423024484423,36600,2928000,1.6594974994659424,0.8691622167825699,0.04535062983632088
1838,1.2214480895549058,36700,2936000,1.676049828529358,0.9643079377710819,0.015651118010282516
1839,1.5953222522512078,36800,2944000,1.6336469650268555,0.9660833291709423,0.020138388499617577
1839,1.6251720799133182,36900,2952000,1.6607534885406494,0.9366161152720451,0.04008876159787178
1839,1.8943681839853526,37000,2960000,1.6475989818572998,0.8977606669068336,0.03750713914632797
1839,2.1741400867700578,37100,2968000,1.6988983154296875,0.9132563397288322,0.06886330991983414
1840,1.4779108357033692,37200,2976000,1.6846745014190674,0.9812209196388721,0.021738488227128983
1840,1.6190246461890638,37300,2984000,1.681384801864624,0.9614406749606133,0.031017005443572998
1841,1.1523396087810398,37400,2992000,1.6726462841033936,0.9776527415961027,0.022071601822972298
1841,1.5328490041196345,37500,3000000,1.655693769454956,0.9796773567795753,0.013046297244727612
1841,1.8735051890835166,37600,3008000,1.587551474571228,0.979923851788044,0.017068197950720787
1840,2.0064733043313026,37700,3016000,1.647956132888794,0.9648291021585464,0.0319829061627388
1841,1.2846127523807809,37800,3024000,1.6562429666519165,0.9747569635510445,0.01573789492249489
1841,1.7331820809748024,37900,3032000,1.6969417333602905,0.9626171328127384,0.019707243889570236
1841,1.572394054941833,38000,3040000,1.7325330972671509,0.9671046696603298,0.014112794771790504
1841,1.6538657379336654,38100,3048000,1.7088744640350342,0.9363352432847023,0.055329836905002594
1840,1.4874232519418,38200,3056000,1.7445522546768188,0.9611638113856316,0.01725212298333645
1841,1.5413220496848226,38300,3064000,1.7298288345336914,0.9836087916046381,0.005334392189979553
1841,1.5364304469898342,38400,3072000,1.7041499614715576,0.921710193157196,0.0625697672367096
1841,1.514416122250259,38500,3080000,1.7022428512573242,0.9206164926290512,0.03528755530714989
1842,1.5529359318315983,38600,3088000,1.677185297012329,0.9773335438221693,0.021986830979585648
1842,2.296221821010113,38700,3096000,1.7045457363128662,0.9195928499102592,0.02974591590464115
1842,1.6856956612318754,38800,3104000,1.6659377813339233,0.9608004689216614,0.021085061132907867
1842,1.8347282730042935,38900,3112000,1.6526546478271484,0.9623272307217121,0.01965067721903324
1842,1.4208265870809555,39000,3120000,1.7006568908691406,0.9577401727437973,0.019618328660726547
1843,1.5299557767226362,39100,3128000,1.7039333581924438,0.9702121019363403,0.019810231402516365
1843,1.7186062086373568,39200,3136000,1.643878698348999,0.9345230534672737,0.05825426056981087
1843,1.3333617671160027,39300,3144000,1.7185423374176025,0.9357677027583122,0.033101294189691544
1843,2.258139842748642,39400,3152000,1.6408414840698242,0.8796838000416756,0.102903351187706
1843,1.7050020274706186,39500,3160000,1.705789566040039,0.9645227678120136,0.021157538518309593
1843,1.540488217305392,39600,3168000,1.6907682418823242,0.9502110481262207,0.03463088721036911
1843,1.5908605829812585,39700,3176000,1.7024883031845093,0.9803114403039217,0.012160765007138252
1844,1.436437914054841,39800,3184000,1.7079662084579468,0.8323077112436295,0.10620031505823135
1844,1.5848794687539338,39900,3192000,1.7126400470733643,0.9554326608777046,0.05026767775416374
1844,1.9897759826853871,40000,3200000,1.6737315654754639,0.9710766654461622,0.025587743148207664
1845,1.6606768622994423,40100,3208000,1.6971098184585571,0.972844734787941,0.018603766337037086
1845,1.9466858832165599,40200,3216000,1.6741641759872437,0.9639997705817223,0.04237183928489685
1845,1.2379995516967028,40300,3224000,1.734850525856018,0.9437168687582016,0.02741168439388275
1846,1.5008905946509912,40400,3232000,1.7251611948013306,0.9674744084477425,0.021516449749469757
1846,1.7337374687194824,40500,3240000,1.7244075536727905,0.9765436425805092,0.015102891251444817
1846,1.7739300003740937,40600,3248000,1.6879169940948486,0.9775227662175894,0.011687875725328922
1847,2.361040625721216,40700,3256000,1.5678879022598267,0.9481707587838173,0.02976154163479805
1847,1.8478775452822447,40800,3264000,1.6800775527954102,0.9842605832964182,0.010191777721047401
1848,1.936797680798918,40900,3272000,1.6428954601287842,0.9663606211543083,0.02355462685227394
1848,1.9928905811160802,41000,3280000,1.672739028930664,0.8971269950270653,0.04806038737297058
1848,1.8637420538812877,41100,3288000,1.6819626092910767,0.8458588719367981,0.07448147237300873
1849,1.6082749444060027,41200,3296000,1.6183202266693115,0.9746744893491268,0.016801398247480392
1849,1.463098591566086,41300,3304000,1.7218090295791626,0.955741636455059,0.025001060217618942
1849,2.04724768102169,41400,3312000,1.685651421546936,0.9520217850804329,0.03462549299001694
1850,1.5833634097129106,41500,3320000,1.6461910009384155,0.9339954257011414,0.02612702175974846
1850,1.4349522940814494,41600,3328000,1.6813583374023438,0.9808192197233438,0.0068371472880244255
1851,1.896667055040598,41700,3336000,1.6041700839996338,0.9667047411203384,0.03603430837392807
1852,1.8632449459284544,41800,3344000,1.6027238368988037,0.9583911672234535,0.02670908346772194
1852,1.5664486922323704,41900,3352000,1.6369777917861938,0.9842496439814568,0.02155175618827343
1852,1.5757244589738548,42000,3360000,1.6661396026611328,0.9682902507483959,0.015580974519252777
1853,1.9979757867753505,42100,3368000,1.5978624820709229,0.9769829642027617,0.011657344177365303
1853,1.282941748946905,42200,3376000,1.6926015615463257,0.9823366403579712,0.008395139127969742
1853,2.4470492511987687,42300,3384000,1.6043663024902344,0.9816892258822918,0.008504919707775116
1854,2.052989223599434,42400,3392000,1.6316334009170532,0.9235277697443962,0.06681424379348755
1854,1.9358267871662975,42500,3400000,1.6589338779449463,0.9962981059215963,0.0034102939534932375
1854,1.8052501209080218,42600,3408000,1.6974384784698486,0.9154048785567284,0.04496300593018532
1854,1.739033707883209,42700,3416000,1.6318304538726807,0.9712982159107924,0.019733648747205734
1855,2.253678685054183,42800,3424000,1.602004051208496,0.9810027070343494,0.02200079709291458
1855,1.7345900416374207,42900,3432000,1.6955026388168335,0.9551277309656143,0.03266061469912529
1855,2.3094591666013002,43000,3440000,1.6143991947174072,0.9566318728029728,0.025900449603796005
1855,1.2446311613544823,43100,3448000,1.6489837169647217,0.9809569977223873,0.011593311093747616
1856,2.133473304286599,43200,3456000,1.5985676050186157,0.9761245176196098,0.031901292502880096
1856,2.020035130751785,43300,3464000,1.6431299448013306,0.9509034939110279,0.023249108344316483
1856,2.0378632631152866,43400,3472000,1.623187780380249,0.9601323716342449,0.037271928042173386
1856,1.1065922631532885,43500,3480000,1.6928247213363647,0.9245880469679832,0.03367185965180397
1857,1.5763755647465587,43600,3488000,1.6765384674072266,0.979085935279727,0.01941382698714733
1857,2.3748010195791722,43700,3496000,1.593162178993225,0.93478824198246,0.02542859874665737
1857,1.4634532192721963,43800,3504000,1.6312685012817383,0.9868537206202745,0.01081846747547388
1858,2.1493657659739256,43900,3512000,1.5333545207977295,0.9785272125154734,0.01785987988114357
1858,1.9010351657867433,44000,3520000,1.658230185508728,0.9707059357315302,0.017822491005063057
1858,2.2142444665078074,44100,3528000,1.6198456287384033,0.9928653780370951,0.008448442444205284
1858,1.817008251324296,44200,3536000,1.6008312702178955,0.9530224725604057,0.043295763432979584
1859,1.8680320584953733,44300,3544000,1.667501449584961,0.9617210440337658,0.0375523641705513
1859,1.6942107016220689,44400,3552000,1.6886675357818604,0.7972095459699631,0.1065460667014122
1860,2.0332456038333477,44500,3560000,1.6500747203826904,0.9743529241532087,0.024389803409576416
1860,0.9094442587345839,44600,3568000,1.5389974117279053,0.8915058150887489,0.0334366038441658
1860,1.6874647842952981,44700,3576000,1.4525655508041382,0.9247242286801338,0.04628349468111992
1860,1.9983580999076367,44800,3584000,1.6150039434432983,0.9355763047933578,0.024330567568540573
1860,1.9658359691500664,44900,3592000,1.6091409921646118,0.9836203865706921,0.014364270493388176
1861,1.4351604469120502,45000,3600000,1.5895428657531738,0.9902558550238609,0.007277165539562702
1861,1.960908242687583,45100,3608000,1.632480263710022,0.9641982018947601,0.03687649592757225
1862,1.990647934190929,45200,3616000,1.6153533458709717,0.991925947368145,0.007703766226768494
1862,1.7992306480184197,45300,3624000,1.5694690942764282,0.9680368937551975,0.024188505485653877
1862,1.6637942182831467,45400,3632000,1.6241375207901,0.9768915642052889,0.024454597383737564
1863,2.383837242797017,45500,3640000,1.67862069606781,0.9357716292142868,0.038701098412275314
1863,1.8257960045710206,45600,3648000,1.6858230829238892,0.92584677785635,0.03458524867892265
1863,2.583742094784975,45700,3656000,1.646449327468872,0.9442250318825245,0.039037320762872696
1863,1.6679127164650709,45800,3664000,1.6706444025039673,0.9468386024236679,0.028881018981337547
1863,2.240444274991751,45900,3672000,1.585577368736267,0.9695884827524424,0.018866926431655884
1863,1.2662968937307597,46000,3680000,1.7235084772109985,0.9472071453928947,0.020638499408960342
1863,1.244509491790086,46100,3688000,1.7007887363433838,0.9886287283152342,0.008668948896229267
1863,2.713494547456503,46200,3696000,1.6144592761993408,0.9232058674097061,0.060928355902433395
1863,2.3660957839339973,46300,3704000,1.602047324180603,0.9850958492606878,0.012839962728321552
1863,2.538142990320921,46400,3712000,1.6506900787353516,0.9702068846672773,0.024710549041628838
1863,1.381065407511778,46500,3720000,1.7245725393295288,0.9842109177261591,0.014469589106738567
1863,2.1672071227803826,46600,3728000,1.601448655128479,0.9729215335100889,0.013569128699600697
1863,2.3401126101613046,46700,3736000,1.6564457416534424,0.9862660616636276,0.007557424250990152
1863,2.473178981244564,46800,3744000,1.6653789281845093,0.9370239302515984,0.03808407112956047
1864,1.6476926114410162,46900,3752000,1.6830146312713623,0.9656053930521011,0.013451935723423958
1864,1.7021151833236217,47000,3760000,1.6875791549682617,0.9728366807103157,0.01358893234282732
1864,2.296179586648941,47100,3768000,1.653778076171875,0.9799333084374666,0.019076261669397354
1863,1.2227545349858702,47200,3776000,1.7360941171646118,0.9843062069267035,0.020264428108930588
1864,1.9699997011572123,47300,3784000,1.6560437679290771,0.988043749704957,0.011113759130239487
1864,2.203122501075268,47400,3792000,1.6167179346084595,0.9738167449831963,0.026674281805753708
1864,1.8384339349344372,47500,3800000,1.6833627223968506,0.9858915479853749,0.014381080865859985
1865,1.2330903213471174,47600,3808000,1.7010107040405273,0.9369642212986946,0.04070252180099487
1864,1.7820331692695617,47700,3816000,1.6761497259140015,0.9845841964706779,0.00732344388961792
1865,2.2734652321785687,47800,3824000,1.6955283880233765,0.976376187056303,0.02064610831439495
1865,2.2285083306953313,47900,3832000,1.6188488006591797,0.9731341060250998,0.02485019341111183
1865,1.9176517797634005,48000,3840000,1.6682733297348022,0.9864494148641825,0.008921129629015923
1864,2.128593566454947,48100,3848000,1.6218265295028687,0.9707387555390596,0.025813009589910507
1864,2.037756359577179,48200,3856000,1.6446583271026611,0.9618484303355217,0.0161590613424778
1865,2.102325355261564,48300,3864000,1.663569688796997,0.9145494177937508,0.07079104334115982
1865,1.80743239489384,48400,3872000,1.7054084539413452,0.9325340017676353,0.042363040149211884
1865,2.269110566750169,48500,3880000,1.630521535873413,0.9389214627444744,0.08557415753602982
1865,1.522653456404805,48600,3888000,1.693688154220581,0.976435586810112,0.011992660351097584
1865,1.952379621565342,48700,3896000,1.6552608013153076,0.9883504072204232,0.005499349441379309
1865,1.9184948774054646,48800,3904000,1.6714293956756592,0.9811200089752674,0.01532689481973648
1865,1.990387636423111,48900,3912000,1.6110560894012451,0.9617773555219173,0.02276935800909996
1865,1.6143789114430547,49000,3920000,1.6400057077407837,0.9548230953514576,0.026127895340323448
1865,1.7554467640817166,49100,3928000,1.687639832496643,0.937953520566225,0.05007593706250191
1866,1.667792939580977,49200,3936000,1.6703624725341797,0.9727106858044863,0.019959375262260437
1866,1.9682107996428386,49300,3944000,1.5783847570419312,0.9687574505805969,0.03438321501016617
1866,1.7194348335266114,49400,3952000,1.7127485275268555,0.9004166200757027,0.07294664531946182
1866,2.4298231691122054,49500,3960000,1.5807135105133057,0.9268762990832329,0.03861067444086075
1866,1.8981801750138403,49600,3968000,1.6487658023834229,0.963825598359108,0.024281058460474014
1866,2.288433850929141,49700,3976000,1.5903360843658447,0.9934305064380169,0.006768266204744577
1866,2.048825792968273,49800,3984000,1.640621542930603,0.9731970597058535,0.019664334133267403
1866,1.754934125393629,49900,3992000,1.6515483856201172,0.7172122895717621,0.06379376351833344
1866,2.106940259039402,50000,4000000,1.6124258041381836,0.9917800389230251,0.006243574433028698
1866,1.869064012542367,50100,4008000,1.5605273246765137,0.9850671496242285,0.01949312910437584
1866,1.9354541242588312,50200,4016000,1.6352176666259766,0.9083021134138107,0.08734218776226044
1867,2.3653494470287115,50300,4024000,1.6140518188476562,0.95653922483325,0.03667891025543213
1867,2.0851840137504043,50400,4032000,1.583349585533142,0.978307755663991,0.013791064731776714
1867,2.5104692973196507,50500,4040000,1.580902338027954,0.9579732306301594,0.015241553075611591
1867,1.6183893108740448,50600,4048000,1.6911323070526123,0.9613760337233543,0.019450832158327103
1867,2.339487200509757,50700,4056000,1.6803652048110962,0.9288483634591103,0.04930858686566353
1867,1.865159349143505,50800,4064000,1.6690984964370728,0.947729516774416,0.02303440310060978
1867,1.6703929961659014,50900,4072000,1.6633552312850952,0.9883687198162079,0.011152115650475025
1867,1.7300634264945984,51000,4080000,1.607122778892517,0.988632507622242,0.016694549471139908
1868,2.13952374830842,51100,4088000,1.6237434148788452,0.7936448305845261,0.08601438999176025
1868,1.7196539305150509,51200,4096000,1.641427993774414,0.9800743944942951,0.006884953938424587
1868,2.1440263077616692,51300,4104000,1.6271438598632812,0.9700274169445038,0.03261195123195648
1868,1.7348194256424905,51400,4112000,1.6932775974273682,0.9557680636644363,0.0358264297246933
1868,1.894507380761206,51500,4120000,1.630902886390686,0.9836815092712641,0.011280866339802742
1868,2.1602750699967146,51600,4128000,1.6307449340820312,0.8499406427145004,0.11650154739618301
1868,2.435129547677934,51700,4136000,1.5424644947052002,0.9457618333399296,0.04440890997648239
1868,2.4116214754700196,51800,4144000,1.6143214702606201,0.9694416243582964,0.036239683628082275
1868,2.785650171339512,51900,4152000,1.609895944595337,0.9744561519473791,0.012331602163612843
1868,2.364509510534117,52000,4160000,1.5749599933624268,0.9866976505145431,0.016131674870848656
1868,1.4929881527088582,52100,4168000,1.634655237197876,0.9056562632322311,0.06017361953854561
1869,2.0072837583720684,52200,4176000,1.5786640644073486,0.98570198379457,0.013855626806616783
1869,2.2331107325851915,52300,4184000,1.6340315341949463,0.9326259270310402,0.06867891550064087
1869,1.8335140316048637,52400,4192000,1.6189515590667725,0.9666640087962151,0.025803470984101295
1869,1.7605687310919165,52500,4200000,1.6608531475067139,0.9388313591480255,0.038893409073352814
1869,2.6691853578202425,52600,4208000,1.5576461553573608,0.9904797440394759,0.011295890435576439
1869,1.557524860715239,52700,4216000,1.6707878112792969,0.9750688690692186,0.006541470997035503
1869,1.922136327624321,52800,4224000,1.6081870794296265,0.9875351190567017,0.007076193578541279
1869,2.0160003596683964,52900,4232000,1.64129638671875,0.9732636474072933,0.03180943801999092
1869,2.5772736370563507,53000,4240000,1.6099083423614502,0.9609937854111195,0.0314856581389904
1869,2.4903762824833393,53100,4248000,1.6075334548950195,0.9587406702339649,0.03619197756052017
1869,2.1976658975239842,53200,4256000,1.5917751789093018,0.9707140028476715,0.028713282197713852
1869,2.518579841777682,53300,4264000,1.6503760814666748,0.9707265850156546,0.01717490516602993
1869,2.0876486731693147,53400,4272000,1.6903235912322998,0.990497755818069,0.01020048651844263
1870,1.5763660354539752,53500,4280000,1.6798604726791382,0.9601015001535416,0.03246201202273369
1870,2.0495701909065245,53600,4288000,1.6751224994659424,0.983878156170249,0.016711991280317307
1870,2.05490091573447,53700,4296000,1.6421998739242554,0.9764490406960249,0.011074899695813656
1870,2.2163212463259696,53800,4304000,1.664088487625122,0.9701303634792566,0.0283712986856699
1870,2.989904771372676,53900,4312000,1.5403302907943726,0.9553663805127144,0.05773593857884407
1871,1.9019082773476839,54000,4320000,1.6201757192611694,0.9640165381133556,0.029821475967764854
1871,2.068773669656366,54100,4328000,1.5986391305923462,0.9589130356907845,0.04653735086321831
1871,1.711571961361915,54200,4336000,1.6125452518463135,0.9890064103528857,0.00758626451715827
1871,1.8904164515435695,54300,4344000,1.5927190780639648,0.9392779991030693,0.02464691922068596
1871,1.9101257164031267,54400,4352000,1.6276763677597046,0.9793211687356234,0.015047269873321056
1871,1.2867612451314927,54500,4360000,1.6962311267852783,0.9782054759562016,0.0263421181589365
1871,2.4145856333896516,54600,4368000,1.579773187637329,0.9871367430314422,0.019372355192899704
1871,1.769747693091631,54700,4376000,1.6412413120269775,0.9623967334628105,0.020870542153716087
1871,1.303168903104961,54800,4384000,1.7106748819351196,0.9233321845531464,0.03483095392584801
1872,2.0958426628261804,54900,4392000,1.6529207229614258,0.97898168861866,0.018688878044486046
1872,2.1965344425290825,55000,4400000,1.6548084020614624,0.9317166805267334,0.07183553278446198
1872,1.7824261751491577,55100,4408000,1.6238950490951538,0.9106535986065865,0.05706034228205681
1873,2.5310525760054587,55200,4416000,1.6235072612762451,0.9688108135014772,0.01617908664047718
1873,2.006359771452844,55300,4424000,1.6756839752197266,0.9312273636460304,0.03382200375199318
1873,2.4145877463626677,55400,4432000,1.5873026847839355,0.9832362104207277,0.02284139394760132
1873,2.4059275678009726,55500,4440000,1.5866609811782837,0.9804199300706387,0.02490561082959175
1873,1.5841756417416035,55600,4448000,1.6826019287109375,0.969855610281229,0.027285318821668625
1873,2.43670661598444,55700,4456000,1.6067174673080444,0.9622009955346584,0.027699898928403854
1873,1.8919064993504435,55800,4464000,1.6524550914764404,0.94788608700037,0.029744407162070274
1873,1.836603419110179,55900,4472000,1.6408706903457642,0.8237148970365524,0.10500411689281464
1873,1.9975235705729575,56000,4480000,1.594186782836914,0.9745501056313515,0.01978467032313347
1873,2.294901729607955,56100,4488000,1.4670708179473877,0.9780401941388845,0.02017858438193798
1873,1.5966535102576018,56200,4496000,1.612623929977417,0.9824194423854351,0.008046633563935757
1873,2.0529905280098317,56300,4504000,1.6013774871826172,0.9365818202495575,0.03717765957117081
1873,2.0210797518491743,56400,4512000,1.5949699878692627,0.9737723376601934,0.015022781677544117
1873,2.4761614251881836,56500,4520000,1.6109330654144287,0.973117895424366,0.03547191992402077
1874,2.717099495837465,56600,4528000,1.5321006774902344,0.9896131558343768,0.0209373626857996
1874,1.7947364829480648,56700,4536000,1.6383326053619385,0.9485993906855583,0.021087754517793655
1874,2.064635144919157,56800,4544000,1.6618163585662842,0.9553783424198627,0.026198167353868484
1874,2.1716033473610876,56900,4552000,1.631408452987671,0.960149884223938,0.02654310129582882
1874,2.203989477455616,57000,4560000,1.6116701364517212,0.9731662292033434,0.021489202976226807
1874,1.6849832002073526,57100,4568000,1.6280758380889893,0.991490138694644,0.007913571782410145
1875,1.9430540043860673,57200,4576000,1.6512043476104736,0.9609691314399242,0.025791678577661514
1875,1.481273221957963,57300,4584000,1.6528594493865967,0.9399783797562122,0.051517605781555176
1875,1.7439632535912097,57400,4592000,1.6877517700195312,0.9520553238689899,0.018088247627019882
1875,1.992715091467835,57500,4600000,1.6496238708496094,0.9850503234192729,0.01237556803971529
1875,1.6418864920735359,57600,4608000,1.6463449001312256,0.9218423068523407,0.029052352532744408
1875,2.065186575014377,57700,4616000,1.6282494068145752,0.9303033947944641,0.06379389762878418
1875,2.533212190121412,57800,4624000,1.5386416912078857,0.9708450511097908,0.021452218294143677
1875,2.2862381264567375,57900,4632000,1.6358368396759033,0.8719417452812195,0.0669323205947876
1875,1.8995104625821113,58000,4640000,1.5894066095352173,0.9797708615660667,0.014523116871714592
1876,1.8576679435558616,58100,4648000,1.6713212728500366,0.9893604377284646,0.010051066055893898
1876,1.8277614274993539,58200,4656000,1.6777467727661133,0.9373229518532753,0.05076732113957405
1876,2.2920868057990447,58300,4664000,1.6209968328475952,0.9727520272135735,0.03754501789808273
1876,2.824252077843994,58400,4672000,1.633676528930664,0.9726153258234262,0.031106676906347275
1876,2.476074567064643,58500,4680000,1.5859901905059814,0.9224092736840248,0.04971476271748543
1876,2.6305436000227926,58600,4688000,1.5380151271820068,0.9511060416698456,0.029098395258188248
1876,2.0717633491382004,58700,4696000,1.6913496255874634,0.9549668729305267,0.02495652809739113
1877,1.7439994113519788,58800,4704000,1.6140611171722412,0.9782435353845358,0.024830464273691177
1877,2.13371583102271,58900,4712000,1.5103837251663208,0.9501849710941315,0.06862250715494156
1877,2.0175204508006574,59000,4720000,1.6389394998550415,0.8448012620210648,0.09531358629465103
1877,1.801749648526311,59100,4728000,1.6560709476470947,0.982700577005744,0.011139003559947014
1877,1.754718338465318,59200,4736000,1.687105417251587,0.97337288223207,0.02496311254799366
1878,2.480208711512387,59300,4744000,1.6067068576812744,0.965116523206234,0.04534135013818741
1878,2.1883121583610774,59400,4752000,1.6218360662460327,0.9410093650221825,0.03722692281007767
1877,2.395687198545784,59500,4760000,1.5856091976165771,0.980335121974349,0.01501653902232647
1877,2.0696795977652074,59600,4768000,1.6144421100616455,0.9126253128051758,0.07701011002063751
1878,2.0586804213002323,59700,4776000,1.6620113849639893,0.9702764954417944,0.020618321374058723
1878,2.5492188461124896,59800,4784000,1.595821499824524,0.761715441942215,0.14759598672389984
1878,2.0929751470685005,59900,4792000,1.6765024662017822,0.9429504834115505,0.039840053766965866
1878,1.9194546157494188,60000,4800000,1.688332200050354,0.9810315873473883,0.01193956658244133
1877,2.121520453132689,60100,4808000,1.6873395442962646,0.9839723445475101,0.012519508600234985
1878,2.9251761376857757,60200,4816000,1.5603200197219849,0.9815253484994173,0.02217872068285942
1878,1.78087788708508,60300,4824000,1.7041467428207397,0.9675303176045418,0.020599806681275368
1878,2.570627758000046,60400,4832000,1.5945556163787842,0.9715053327381611,0.04211948439478874
1878,1.8908671819604934,60500,4840000,1.648069143295288,0.966931015253067,0.02985430881381035
1878,1.5218170435633511,60600,4848000,1.6756178140640259,0.9913716930896044,0.011635741218924522
1878,2.344743784889579,60700,4856000,1.6084693670272827,0.9888010174036026,0.008930143900215626
1878,1.127322354633361,60800,4864000,1.6460494995117188,0.9370358288288116,0.043204255402088165
1878,1.9449260296300053,60900,4872000,1.6316299438476562,0.9753427617251873,0.013541008345782757
1878,2.206401239102706,61000,4880000,1.6321417093276978,0.944439422339201,0.04695466160774231
1878,2.5539546246640383,61100,4888000,1.626043677330017,0.941165205091238,0.07161823660135269
1878,1.662389237806201,61200,4896000,1.6893666982650757,0.9356679469347,0.04315006360411644
1878,1.3344538940116764,61300,4904000,1.700047492980957,0.9361678883433342,0.05717088654637337
1878,2.3969855338335035,61400,4912000,1.6095126867294312,0.9624510928988457,0.023169297724962234
