total_timesteps,explained_variance,learning rate,value_loss,nupdates,avg reward,fps,policy_entropy
5984000,0.9575728550553322,0.001,0.03565593808889389,74800,3.0620274603366853,1975,1.4323407411575317
5992000,0.977290278300643,0.001,0.022888630628585815,74900,2.7902299754321573,1975,1.4269635677337646
6000000,0.9091676697134972,0.001,0.09388193488121033,75000,2.1496028339490296,1975,1.5289084911346436
6008000,0.9281057640910149,0.001,0.05164165049791336,75100,2.64977160776034,1975,1.4846388101577759
6016000,0.8835887610912323,0.001,0.09127786010503769,75200,2.5852747189812364,1975,1.5944287776947021
6024000,0.9157484024763107,0.001,0.07739537954330444,75300,2.71555267633521,1976,1.5674121379852295
6032000,0.9795738514512777,0.001,0.030401889234781265,75400,2.8965167283080517,1976,1.5103322267532349
6040000,0.9634660966694355,0.001,0.028587257489562035,75500,1.8609777085483075,1976,1.6391311883926392
6048000,0.992150267586112,0.001,0.011203581467270851,75600,2.735689907055348,1976,1.5039803981781006
6056000,0.9422772936522961,0.001,0.03788802772760391,75700,2.12782174423337,1976,1.5776395797729492
6064000,0.9622880667448044,0.001,0.033012960106134415,75800,2.6246912382543086,1976,1.404071569442749
6072000,0.9541204087436199,0.001,0.026541411876678467,75900,2.210543314367533,1976,1.4338610172271729
6080000,0.8027821332216263,0.001,0.17210841178894043,76000,3.2798698022961617,1976,1.3898776769638062
6088000,0.9645801372826099,0.001,0.028047552332282066,76100,2.580875280685723,1977,1.5228835344314575
6096000,0.9484451487660408,0.001,0.04645474627614021,76200,2.023922136053443,1977,1.4507272243499756
6104000,0.8613635897636414,0.001,0.024173349142074585,76300,3.5535393804311752,1977,1.2684869766235352
6112000,0.9783732928335667,0.001,0.038454554975032806,76400,2.7639709688723086,1977,1.470259428024292
6120000,0.9660042375326157,0.001,0.04867183417081833,76500,2.96092084646225,1977,1.3684251308441162
6128000,0.9668996520340443,0.001,0.03010517917573452,76600,2.532963710650802,1977,1.5290241241455078
6136000,0.9731264710426331,0.001,0.036577142775058746,76700,2.574816049262881,1977,1.4954553842544556
6144000,0.9496428221464157,0.001,0.033204060047864914,76800,2.6673396058380603,1978,1.377591848373413
6152000,0.9759735222905874,0.001,0.027952034026384354,76900,1.1224804393947125,1978,1.560797929763794
6160000,0.9752014018595219,0.001,0.04476047307252884,77000,2.7808809822425244,1978,1.308109164237976
6168000,0.9781325068324804,0.001,0.020120905712246895,77100,2.0941546361893417,1978,1.6114457845687866
6176000,0.8975099250674248,0.001,0.060467660427093506,77200,3.4130597092211246,1978,1.5438920259475708
6184000,0.8904054015874863,0.001,0.09941186755895615,77300,2.0458588608540595,1978,1.5165175199508667
6192000,0.8917852193117142,0.001,0.04183411970734596,77400,3.589067594707012,1978,1.5196021795272827
6200000,0.9413660205900669,0.001,0.03111264668405056,77500,2.276885702461004,1979,1.4885590076446533
6208000,0.8964978829026222,0.001,0.10565600544214249,77600,2.8282400492578743,1979,1.5380098819732666
6216000,0.7854050099849701,0.001,0.21869134902954102,77700,2.9322497602552176,1979,1.4777218103408813
6224000,0.9098770022392273,0.001,0.0377446785569191,77800,2.6487427927553653,1979,1.4633734226226807
6232000,0.9927154798060656,0.001,0.009630538523197174,77900,2.092519126087427,1979,1.603843331336975
6240000,0.9787012618035078,0.001,0.026400167495012283,78000,3.2328100472688677,1979,1.3906022310256958
6248000,0.8941891491413116,0.001,0.13569340109825134,78100,2.2887539676448796,1979,1.5265538692474365
6256000,0.9685562290251255,0.001,0.023944031447172165,78200,2.95619632974267,1979,1.397374153137207
6264000,0.9870678167790174,0.001,0.012866558507084846,78300,1.9921303395181895,1980,1.5198160409927368
6272000,0.9451127052307129,0.001,0.05497700721025467,78400,1.7202269009314477,1980,1.5202100276947021
6280000,0.961347546428442,0.001,0.06054917722940445,78500,2.900528541393578,1980,1.3745008707046509
6288000,0.9427430480718613,0.001,0.04450064152479172,78600,2.6026614072732626,1980,1.455832839012146
6296000,0.9608029238879681,0.001,0.032432932406663895,78700,2.3914942404255273,1980,1.411880373954773
