avg reward,nupdates,total_timesteps,fps,value_loss,policy_entropy,explained_variance
-0.14381430596113204,1,80,34,0.002675678115338087,1.7917568683624268,-102.9428482055664
0.19418528601527213,100,8000,1139,0.0054939379915595055,1.7917537689208984,-0.3223005533218384
0.5676951821893453,200,16000,1309,0.022680925205349922,1.7917156219482422,0.0036643147468566895
0.7481567405164242,300,24000,1404,0.029719408601522446,1.7917388677597046,-0.09875893592834473
0.986629518866539,400,32000,1467,0.056009840220212936,1.791625738143921,-0.008101224899291992
0.8300896652042866,500,40000,1503,0.017270993441343307,1.7909456491470337,0.005979776382446289
0.8089062288403511,600,48000,1512,0.0005833211471326649,1.7899730205535889,-0.10482418537139893
0.5183285880833864,700,56000,1531,0.029666895046830177,1.7903693914413452,0.023138225078582764
0.4960541184991598,800,64000,1536,0.009006000123918056,1.7888977527618408,0.07445216178894043
0.5926313012838363,900,72000,1545,0.0005311555578373373,1.7836650609970093,0.4784250855445862
0.397460637614131,1000,80000,1548,0.00013520332868210971,1.7317434549331665,0.8824712112545967
0.6936888553202152,1100,88000,1554,0.04963534325361252,1.761132836341858,0.043084919452667236
0.47813802771270275,1200,96000,1550,0.019024450331926346,1.789283037185669,0.02624756097793579
0.6776735745370388,1300,104000,1554,0.038887448608875275,1.7903258800506592,-0.04980266094207764
0.4882073286920786,1400,112000,1562,0.05797971040010452,1.787640929222107,0.007272303104400635
2.422558319568634,1500,120000,1571,0.26206034421920776,1.751408576965332,-0.05595886707305908
0.6520289458334446,1600,128000,1570,0.03525505214929581,1.7882808446884155,0.1751975417137146
0.4925937507301569,1700,136000,1578,0.013545769266784191,1.7911628484725952,0.11103689670562744
0.3680692821741104,1800,144000,1581,0.006669568829238415,1.7886650562286377,0.49421024322509766
0.8009517945349216,1900,152000,1580,0.04094411060214043,1.7830579280853271,0.4133448004722595
2.857955884933472,2000,160000,1585,0.04654691740870476,1.750632643699646,0.26063650846481323
0.565527511946857,2100,168000,1587,0.006812443025410175,1.7585515975952148,0.7014208734035492
1.2859717413783074,2200,176000,1588,0.08925893902778625,1.7510875463485718,0.417530357837677
0.5873539380729198,2300,184000,1586,0.02591230534017086,1.7832893133163452,0.39614272117614746
0.6065291371196508,2400,192000,1588,0.011355139315128326,1.787377119064331,0.724908322095871
1.1584067456424236,2500,200000,1585,0.024874377995729446,1.7707290649414062,0.63123819231987
0.7943793885409832,2600,208000,1582,0.028761425986886024,1.7847093343734741,0.7172940373420715
0.3766061170957983,2700,216000,1584,0.008617313578724861,1.7830175161361694,0.5112738013267517
1.0700341068208217,2800,224000,1583,0.010998101904988289,1.78119695186615,0.7671683877706528
1.239909762889147,2900,232000,1580,0.05081629753112793,1.7651745080947876,0.5891134142875671
0.8935412533581257,3000,240000,1579,0.04755783826112747,1.7692296504974365,0.5439524352550507
1.025041849538684,3100,248000,1578,0.020547082647681236,1.780315637588501,0.6069577634334564
0.5327169161289931,3200,256000,1576,0.027142256498336792,1.7855861186981201,-0.10660386085510254
1.019921813160181,3300,264000,1576,0.048989925533533096,1.7803122997283936,0.5863303244113922
0.5026901207864285,3400,272000,1581,0.017261283472180367,1.7466827630996704,0.6792484819889069
2.3419261664152144,3500,280000,1582,0.3827035427093506,1.7445030212402344,0.17514103651046753
0.36107180127874017,3600,288000,1580,0.017988305538892746,1.7724664211273193,0.788451299071312
0.5245654951781035,3700,296000,1577,0.00900286715477705,1.7758920192718506,0.8018306791782379
0.30120620608795434,3800,304000,1573,0.0016144525725394487,1.7629806995391846,0.9451631754636765
0.910672789812088,3900,312000,1575,0.03799819201231003,1.7339740991592407,0.7249374389648438
1.3492195699363947,4000,320000,1579,0.028305578976869583,1.7561664581298828,0.8376059532165527
0.39525585174560546,4100,328000,1580,0.027908852323889732,1.778792381286621,0.6809169948101044
