total_timesteps,fps,policy_entropy,explained_variance,nupdates,value_loss,avgReward
5912000,872,0.9774720072746277,0.5565578639507294,73900,0.06499631702899933,2.246126505732536
5920000,873,0.9241255521774292,0.5909200310707092,74000,0.018956873565912247,2.569333238899708
5928000,873,0.9139784574508667,0.3450464606285095,74100,0.057409804314374924,2.06305842846632
5936000,873,0.9165916442871094,0.48607009649276733,74200,0.021600907668471336,2.4068060487508776
5944000,873,1.0040594339370728,0.4927781820297241,74300,0.07676173746585846,2.014067492634058
5952000,873,0.9293811917304993,0.7004393637180328,74400,0.06838466972112656,2.300619974732399
5960000,873,0.980006217956543,0.7802383154630661,74500,0.01062343455851078,2.1934512495994567
5968000,873,0.8804043531417847,0.678903192281723,74600,0.05141996219754219,2.4297544360160828
5976000,873,0.9482768774032593,0.5856100618839264,74700,0.06462854892015457,1.968489385023713
5984000,873,1.0063621997833252,0.47064054012298584,74800,0.028160814195871353,2.792036435008049
5992000,873,0.9687786102294922,0.7365347743034363,74900,0.015215414576232433,2.5347381308674812
6000000,873,1.011924147605896,0.5526964962482452,75000,0.04626118764281273,2.341668041050434
6008000,873,0.8959689140319824,0.8705646842718124,75100,0.012005125172436237,2.5908916771411894
6016000,873,0.900408148765564,0.7862875610589981,75200,0.013017247430980206,2.716398873925209
6024000,874,0.8224323987960815,0.8435188680887222,75300,0.011439131572842598,2.368254594504833
6032000,874,0.8675263524055481,0.6334873735904694,75400,0.06810462474822998,2.2403747335076334
6040000,874,0.8581588864326477,0.750644788146019,75500,0.0437668040394783,2.2252770707011225
6048000,874,0.9792668223381042,0.864196240901947,75600,0.009723658673465252,2.2668719589710236
6056000,874,0.764621376991272,0.8188840746879578,75700,0.019636120647192,2.527488987147808
6064000,874,0.9495542645454407,0.7596174329519272,75800,0.04979131743311882,2.163873738050461
6072000,874,0.9550639986991882,0.6134553551673889,75900,0.0812411680817604,2.41638494245708
6080000,874,0.9888677597045898,0.6926528811454773,76000,0.013046175241470337,2.563585436344147
6088000,874,0.9012921452522278,0.6684377789497375,76100,0.08387084305286407,2.5842835158109665
6096000,874,0.9106695055961609,0.7706872373819351,76200,0.008161417208611965,2.329137344658375
6104000,874,0.9468622207641602,0.5588789284229279,76300,0.0343463160097599,2.9181013137102125
6112000,874,0.7157508730888367,0.60678830742836,76400,0.11745207011699677,2.3113886777311565
6120000,874,0.9718014597892761,0.7462005317211151,76500,0.009786590933799744,2.672223299741745
